csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56
753.0041687862818	n/a	n/a	567015.2782095191	674.1871643058952	n/a	n/a	454528.33251482405	617.5181194786636	n/a	n/a	381328.6278844649	n/a	n/a	n/a	0.0626208384	0.2697057053	-0.0121184058	0.0518179862	-0.0042543309000000005	0.2592252157	-0.0225440086	0.0183973937	-0.0167091509	0.016803788700000002	-0.0792460111	0.0897075541	-0.143120368	0.0460358762	-0.1062269661	0.06019236610000001	-0.054304399	0.12788438900000001	-0.14295572210000002	0.0065217243	-0.017519275600000002	0.041858870699999995	-0.062039443099999994	0.008398272	-0.0093151866	0.089584875	-0.1615360333	-0.0745624577	0.06036387	-0.0385673589	0.1012759269	-0.0315436541	0.023313106299999997	-0.026799633399999998	0.07808413980000001	-0.203333438	0.2027090104	-0.03492292	0.012271325900000001	-0.0187583203	0.1485072339	-0.0243867838	0.0728834922	-0.2374898888	0.0050236442999999995	0.0187544499	-0.004848371	0.0333917865	-0.0024999538	0.032991259700000004	-0.0996801139	0.0762991608	-0.0041124319	0.12024215640000001	-0.1077266678	0.026921843900000002	-0.034050800000000006	0.082748041	-0.0066952947	0.0048749952	0.09302073429999999	-0.0506338032	0.0017497194	0.0656524876	-0.0679168602	0.0085743602	-0.21951616780000002	0.08701221199999999	-0.1152327562	0.008173639	-0.031101941299999998	0.0857596625	-0.030712155499999998	0.0067159435	0.0962225004	0.0962148673	0.0962021459	0.0961843369	-0.08994689999999997	n/a	n/a	0.008090444819609995	0.5733550000000001	n/a	n/a	0.32873595602500005	-1.15642	n/a	n/a	1.3373072164	0.0142439	n/a	0.00020288868720999995	n/a	-0.0029905	n/a	n/a	8.94309025e-06	-0.0016714000000000002	n/a	2.7935779600000008e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.4534727615239	-15.550696024757825	241.82414685441887	543837.6244880317	670.3254739566563	-3.86169034923887	14.912652353404624	449336.24103521596	608.3570644232312	-9.161055055432369	83.924929728663	370098.3178336515	1.1831330000000002	36.228451	0.64808505	0.0629373868	0.2070124837	0.052997416500000005	-0.0308259081	-0.027522128599999997	0.2218727568	0.0377228713	-0.0242889189	-0.0798822125	0.002281726	-0.086224955	-0.064898656	-0.09026809300000001	0.1194106836	-0.0574194666	-0.0208245644	-0.0366459238	0.0041609311	-0.1295758538	-0.0735741033	-0.060247677699999995	0.0021990897	-0.0442577112	-0.08741754939999999	-0.0457583563	-0.0832357741	-0.0008737131	-0.0179458004	-0.059137806200000004	0.0281192193	-0.1141971867	-0.04944003809999999	0.10349861460000001	0.058121113899999986	0.0814622293	-0.12342622119999999	0.1288952151	-0.1079707708	-0.026014970800000002	-0.06695135690000001	0.0705131449	0.039293472	0.038980293199999995	-0.21105386420000002	-0.059884272599999996	-0.023807089	-0.0878963468	-0.005579064200000001	-0.1070212743	-0.08377015019999999	-0.1658282895	0.0052726006999999995	0.06236438110000001	-0.0034208693	-0.035512806200000004	0.0122092568	0.0189214472	-0.0583885396	-0.0233143613	0.0764742868	0.10780248449999999	0.0081434245	0.057759952300000014	0.0191577038	-0.01977715	-0.0313365131	0.1261949026	-0.1135318765	-0.017927705	-0.0608793492	-0.0047309548	0.0567676964	0.034322285	0.0541618496	0.0962021459	0.0961334599	0.09601901970000001	0.0958588795	-0.08864719999999998	0.001299699999999987	1.6892200899999662e-06	0.007858326067839995	0.368092	-0.20526300000000006	0.04213289916900001	0.13549172046400002	-1.00339	0.15303	0.0234181809	1.0067914920999999	0.0111615	-0.003082399999999999	0.00012457908224999998	9.501189759999997e-06	-0.00186685	0.00112365	1.2625893225000004e-06	3.4851289225e-06	-0.000107603	0.0015637970000000002	1.1578405608999998e-08	2.445461057209001e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.7945168647957	-1.65895589672823	2.7521346672893654	541393.5710482982	670.2445852289628	-0.08088872769349109	0.006542986267871752	449227.8040287444	609.1385383068589	0.7814738836276547	0.6107014307920892	371049.7588506166	0.967629	29.629553	0.72886675	0.0732519794	0.12093621759999999	0.0394693131	-0.0253686871	-0.0542682952	0.13796018869999999	0.0227985627	0.0177394713	-0.0017874917999999996	0.0343263769	-0.0772701282	-0.042687891799999995	0.0355906474	0.0934295859	0.007384304499999998	-0.09050880720000001	-0.040474475	0.023949398700000003	-0.0258181756	0.0242727856	0.0975258136	-0.1635144744	-0.1162602475	-0.16283441529999998	-0.0098829018	-0.011654583500000001	-0.0212361586	-0.1868775288	0.0326758869	0.0515387401	-0.005868494300000001	0.0640686596	-0.13378405570000002	-0.0523274603	-0.050204951500000004	-0.108152543	0.0588793754	-0.0343065578	0.0105741743	0.023755858799999998	0.051514977	0.0429471087	-0.0041208076	-0.1450713764	-0.0318635993	0.0296021562	0.000889548	-0.0376009852	-0.1536920154	-0.050010503	-0.0245115096	0.0468160931	0.082049684	-0.0416860827	0.058217421	-0.0288904873	-0.0011416994999999999	0.0372258399	-0.038759186	-0.1550286142	0.0007162822	0.0053215968999999995	-0.09554593970000001	-0.1396268951	0.0306686172	-0.08746258109999999	-0.045858986	0.09629494539999996	0.0172928343	-0.0350633815	0.0341196158	0.0338826625	-0.0880578857	0.0726657225	0.0961614411	0.0959707141	0.0956531157	0.09520906609999999	-0.0725717	0.016075499999999982	0.0002584217002499993	0.005266651640890001	0.451357	0.08326499999999992	0.006933060224999987	0.20372314144899994	-0.701481	0.30190900000000004	0.091149044281	0.492075593361	0.00666658	-0.00449492	4.44432888964e-05	2.02043058064e-05	-0.00056438	0.00130247	1.6964281009e-06	3.1852478439999994e-07	0.000647352	0.000754955	4.19064611904e-07	5.69957052025e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.1242650188506	-1.6702518459451312	2.7897412288831185	538938.4364894675	671.79473264054	1.5501474115771998	2.4029569976194924	451308.1628035746	610.1247212130363	0.9861829061774188	0.9725567244365396	372252.1754352853	0.999295	30.599182	0.78145205	0.0408722798	0.0609604828	-0.0489038199	0.0100133377	-0.049723196500000004	0.0547943737	0.0045481845	0.048936618099999996	-0.0274197887	0.10595431039999999	-0.08683016210000001	-0.021724822999999997	0.037418248	0.0385139748	-0.0358047254	0.020698861699999998	-0.0548889108	0.06322850719999999	0.09202733880000001	0.011724226599999998	0.0827161099	-0.0871691274	-0.0211759038	0.043250971	-0.0756880265	-0.0959500401	-0.0095691059	0.0714526446	-0.045305382199999994	-0.0354786123	-0.10176866400000001	0.0906989866	-0.1485725899	0.0786686517	0.0308563144	-0.0723591129	0.0161531799	0.056382187199999996	-0.07363177259999999	0.0789374937	0.0094433847	-0.0037688626	-0.0229637967	-0.061078475300000004	-0.0193507123	0.0644771775	-0.0191323755	0.0112313831	-0.0946252203	-0.0757939231	0.0081490783	0.020421389499999998	0.0212262117	0.038495546299999996	0.18989828670000009	0.0228510718	0.11551203460000001	0.1235320466	0.004019084799999999	0.0278579367	-0.0540008217	-0.0005145283	0.0583986646	-0.031363786	-0.051337017199999994	0.013849956200000001	-0.0044095885	0.0137425887	0.0252575379	-0.0799004509	0.030041376	-0.0270953458	-0.0637419199	-0.06003622700000001	0.0961003948	0.0957267674	0.0951051307	0.09423709529999999	-0.07780729999999997	-0.005235599999999964	2.741150735999964e-05	0.006053975933289995	0.212744	-0.23861299999999994	0.05693616376899997	0.045260009536000005	-0.378165	0.323316	0.104533235856	0.14300876722500006	0.00256107	-0.00410551	6.5590795449e-06	1.6855212360099998e-05	-0.000603226	-3.884600000000004e-05	1.5090117160000033e-09	3.6388160707600004e-07	0.000505959	-0.00014139299999999994	2.5599450968100004e-07	1.9991980448999987e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.4149389992749	3.2906739804243443	10.8285352454418	543780.7922593043	672.1602247114232	0.3654920708831924	0.1335844538784845	451799.36768411094	610.9959711066315	0.8712498935951771	0.7590763770896075	373316.0767085357	0.973121	29.79771	0.21993645	0.0300352319	0.0633916824	-0.0714085721	-0.0023258123	-0.021126046699999998	0.0680255511	-0.0586199127	-0.0057156026	0.035092351699999996	-0.0738361648	-0.0861318575	-0.026080341899999998	0.1241573239	0.0483740853	0.1086670693	-0.020144849	0.057818055099999995	0.0182181636	-0.10994643679999999	0.0081396261	-0.1116831607	-0.034597187599999996	-0.0642622202	-0.0400592598	0.0060998214	0.0014261955999999999	0.0932490816	-0.0132501741	-0.1571310535	-0.0299975371	-0.048366966399999996	-0.0776618142	-0.09171440730000001	0.1914227966	0.015169733799999996	-0.0657045313	0.0641376088	0.0442709746	-0.0964666485	-0.049331591699999996	-0.00044249809999999997	0.0053771575	-0.0147854807	-0.07603337389999999	0.0519919476	-0.0207850334	0.0359504961	-0.1213651708	-0.1281292228	-0.026920060699999998	0.0627546788	-0.0320904573	-0.026573492999999997	-0.0696625595	-0.0124223696	0.02550152	0.0456713368	-0.0950870876	0.0523447793	0.1118103321	-0.18165142350000002	0.0884830261	0.038872565	-0.1787416164	0.048886165599999996	0.0410887503	0.0154609898	0.0239271688	-0.0257395115	-0.024279878199999997	-0.032296397000000004	0.012705145800000001	-0.0424901106	0.1008946713	0.09601901970000001	0.0954018263	0.0943761076	0.09294625599999999	-0.0724702	0.0053370999999999705	2.8484636409999678e-05	0.00525192988804	0.184909	-0.027835000000000026	0.0007747872250000015	0.034191338281	-0.335625	0.042540000000000015	0.001809651600000002	0.112644140625	0.00487335	0.0023122800000000003	2.3749540222500007e-05	5.346638798400001e-06	-0.00104785	-0.0004446239999999999	1.9769050137599992e-07	1.0979896225e-06	0.000378376	-0.00012758300000000007	1.4316839737599998e-07	1.6277421889000018e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.744869346059	-1.6700696532159327	2.7891326465927864	541320.5127690494	673.947379566762	1.7871548553388266	3.1939224769611423	454205.0704249052	606.4029083584581	-4.593062748173338	21.096225408657613	367724.4872655966	0.916203	28.054846	0.3473337	0.0531798704	0.0602981453	-0.0402933189	0.0388772154	-0.0478412198	0.046992525099999995	-0.0027526318	-0.1083299965	0.0073397203000000015	-0.023582658700000002	-0.0946882332	0.1341718933	-0.0343049809	0.0442548884	0.044089270300000004	0.0458425254	0.08560078970000001	0.0898016358	-0.0856841159	-0.047098097900000004	-0.0834670363	-0.0358855607	0.042223017800000005	-0.045141401799999994	0.10009110689999999	-0.0815613984	-0.0041872386	0.0736145775	0.0325390275	-0.0506183542	0.0033501849	0.0051753026	0.0039182539	0.09310215179999999	-0.0506300559	-0.0671958804	0.0010257035000000002	-0.003579300900000001	-0.014864468200000001	-0.0315412651	0.1683652754	-0.0320554643	-0.0351261589	-0.0426025866	0.0036632784000000004	-0.117070602	0.0133494154	-0.0351306312	-0.1327805711	0.1223472928	-0.0190601102	-0.1031495517	0.068941333	0.1002147015	-0.060317443099999986	0.0981330143	0.0211484381	-0.0013872454	-0.011485287700000001	0.0326146273	-0.186319977	0.12135516789999999	-0.173738513	0.0949713014	-0.0478432037	0.0831960524	0.1530054523	-0.06610963809999999	-0.022551698199999998	-0.077487835	-0.0286444541	-0.0930790225	0.0118043844	0.029566627	0.0959173331	0.09499616570000001	0.0934674342	0.091340916	-0.09410710000000004	-0.021636900000000042	0.00046815544161000187	0.008856146270410006	0.261054	0.07614500000000002	0.005798061025000003	0.06814919091600001	-0.22673	0.108895	0.011858121024999998	0.05140649290000001	0.00633071	0.0014573599999999993	4.00778891041e-05	2.1238981695999993e-06	-0.000369202	0.000678648	4.6056310790399997e-07	1.3631011680399995e-07	-0.000298752	-0.0006771279999999999	8.9252757504e-08	4.585023283839999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.0130301908005	-6.731839155258513	45.317658412271655	531459.9981879729	673.2149373449253	-0.7324422218367772	0.5364716083291947	453218.3518643316	605.3976331808292	-1.0052751776289597	1.0105781827569364	366506.29426094977	1.1647360000000002	35.665119	1.06966235	-0.0583208003	-0.0066524487	-0.0658948884	0.026870431	0.0472233635	-0.07036515139999999	0.0644741296	-0.0758159702	-0.08561388380000001	-0.0017738864999999999	-0.1786553745	0.0965665516	-0.048943869699999996	0.005607052800000001	-0.0091207134	0.0047340521	0.0645345878	0.006676159	-0.0047438631	-0.0199116394	-0.0284006944	0.1565056583	0.0140780497	-0.0346800623	0.15168083289999998	-0.047298375499999996	-0.0467812425	-0.057860155199999985	0.0125753127	0.0077849952	0.1150720618	0.0170374481	0.1264771803	-0.0659943065	0.1210776226	0.0568136808	-0.0202604749	0.0864827033	0.012314847299999999	-0.025422802999999997	0.2004622309	-0.0300524396	0.0328814346	0.09380615070000001	-0.0573275406	-0.0777378643	-0.0635535396	-0.0022540356	-0.0793928159	0.06360789900000001	0.0276056104	-0.0829183068	0.0679529052	0.0966835513	-0.1055078986	-0.0100089375	-0.0538857058	-0.0755862467	0.025514315099999997	-0.0357041141	0.0339733296	0.0048649227000000005	-0.1295178948	0.1078435148	-0.12099938119999999	0.0409253087	-0.0050481969	-0.07131609259999999	-0.023969941800000002	-0.0382496866	-0.0417163793	-0.046580826900000004	0.0250626613	0.0937134297	0.0957953565	0.0945101289	0.09238084029999999	0.0894265072	-0.117802	-0.023694899999999963	0.0005614482860099981	0.013877311203999999	0.0103339	-0.2507201	0.06286056854401	0.00010678948921	0.271892	0.498622	0.248623898884	0.07392525966400001	0.00111196	-0.005218749999999999	1.2364550415999998e-06	2.7235351562499994e-05	-0.00070512	-0.00033591800000000015	1.1284090272400005e-07	4.971942144e-07	-0.000676591	-0.000377839	4.5777538128100004e-07	1.4276230992100002e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.2734478445464	-6.73958234625411	45.42197020194006	521678.9334612486	672.9247794109926	-0.29015793393261896	0.0841916266240461	452827.7587453331	603.019889321635	-2.3777438591941973	5.653665859935715	363632.98691747687	0.940051	28.785086	0.2335192	-0.09565083449999999	-0.046567554500000004	-0.011203516399999999	0.0084314128	0.0833748262	-0.05734359150000001	0.0064402028	-0.1326137898	-0.022367992599999997	-0.0854114052	-0.053612790599999995	0.051906851399999995	0.0455752838	-0.0083484104	-0.0320708351	0.048705300099999994	0.0533483621	-0.1222681533	0.0424874749	-0.029545158199999998	-0.033929776200000004	-0.0570756486	0.084475735	0.0417728708	0.1565737899	-0.0220263431	-0.074797367	0.0151891526	-0.0543231578	0.017854052	0.0592718837	0.0899236914	0.1267746501	0.0490515288	0.0350588048	0.10312425160000001	-0.0070342961	0.0208825129	-0.0009247814	-0.0583649551	0.0924883416	-0.016094951399999998	0.0617964104	0.0762114792	-0.0065727482	-0.1695117318	-0.034653306099999996	-0.0828308182	0.0083829651	-0.0094762358	0.0692176666	-0.0003827753	0.0525733966	0.09631082980000001	-0.08775419179999999	-0.025919603	-0.0320952761	-0.0265512437	0.0430077104	0.0244291525	-0.018758658799999998	-0.0081633354	0.1387277205	0.0535722158	0.0916831559	-0.15246375310000002	-0.023500153500000003	-0.16144822609999998	-0.0102498551	0.0266142429	-0.0556416831	0.1204526802	-0.0134509924	-0.0097400722	0.0956531157	0.09394412710000001	0.0911183942	0.0872095075	-0.0957482	0.02205380000000001	0.0004863700944400006	0.009167717803239998	0.020243200000000003	0.009909300000000005	9.819422649000006e-05	0.00040978714624000014	0.437236	0.16534399999999996	0.02733863833599998	0.191175319696	0.00114497	3.300999999999999e-05	1.3109563009e-06	1.0896600999999991e-09	-0.0005827769999999999	0.00012234300000000013	1.496780964900003e-08	3.396290317289999e-07	-0.00124548	-0.0005688889999999999	1.5512204304e-06	3.2363469432099994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.2160654871961	-8.057382357350207	64.92141045253838	510104.58820001094	672.2227832896655	-0.7019961213271699	0.4927985543583907	451883.4703737046	601.1068216753029	-1.9130676463321377	3.659827819442786	361329.4110645843	0.8370299999999999	25.630516	0.12555125	-0.11780221939999999	-0.0947844442	0.0658663575	-0.0092231077	0.111216261	-0.0743124071	0.0388801672	-0.1152433488	-0.0070523322	0.0053578628	-0.020165756599999998	-0.06413365759999999	0.0063926177	-0.0831537959	0.0069839154	0.0254415248	-0.0242665909	-0.0609102065	-0.0345143227	-0.0332677013	0.0016039821	0.0407625432	-0.1283004712	0.0711899676	0.0986399001	-0.1056860434	-0.0187656117	-0.1431647204	-0.14946336400000002	-0.045341353099999995	0.0752620509	0.0624359055	-0.057782445099999996	0.0112547778	0.0180472052	0.160282808	-0.0098059839	-0.0079961604	0.0701058213	-0.056822995700000004	0.0009990957	-0.0056554047	0.0702154158	0.10009582	-0.038112579300000005	-0.1148954382	-0.0486356738	0.0607691599	0.0223323443	-0.0663481888	0.0581876505	-0.0466601334	0.0020394084	0.0547957561	-0.0371382432	-0.0634398434	0.0042012357	-0.12050703900000001	0.022741517000000003	0.04962648309999999	-0.0676639252	0.0133461757	0.0220722675	-0.004729481	0.0836684914	0.0809914419	-0.0192383821	-0.0728553979	-0.08121669849999999	0.0078547588	0.06947561719999999	-0.0592195333	-0.0248511965	-0.049661300199999994	0.09549064089999999	0.0932986392	0.089682499	0.0846974184	-0.0957208	2.7399999999982997e-05	7.507599999990681e-10	0.009162471552640002	-0.0425805	-0.06282370000000001	0.00394681728169	0.00181309898025	0.482441	0.04520500000000005	0.0020434920250000047	0.232749318481	0.000969792	-0.00017517799999999998	9.40496523264e-07	3.0687331683999995e-08	-0.000592512	-9.735000000000082e-06	9.47702250000016e-11	3.51070470144e-07	-0.00141047	-0.00016499000000000006	1.9894256209e-06	2.722170010000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.1032177773845	1.8871522901883964	3.5613437663633083	512803.81851112423	672.1403323333253	-0.08245095634015343	0.006798160201405886	451772.626349153	602.2987800715623	1.1919583962594515	1.4207648184134036	362763.82047569216	0.8227559999999999	25.193439	0.12803099999999998	-0.1300206539	-0.0850067332	0.0456962239	-0.0176400278	0.1211567956	-0.0740159838	0.0205697025	-0.09490072699999999	-0.012505588799999998	0.0100766637	0.0419205936	-0.082160283	0.0516911575	-0.057624253499999986	-0.028135386499999998	0.008035808	-0.033941009700000004	-0.0339915576	0.06878777700000001	0.1288792564	0.0062408611999999995	-0.0699869477	-0.020317354	0.032003552000000005	-0.0767061832	0.028480421000000002	0.10802434609999999	-0.0056116944	-0.0015556553	0.0555659959	-0.017385806200000003	-0.0342857584	-0.060122164299999996	-0.0318332949	0.0784995575	0.1483250737	-0.00029086439999999997	0.025790486600000002	0.0374430355	-0.0102279507	-0.052394705800000003	0.001739646	0.0958757304	0.09444627130000001	-0.0168709561	-0.1040998541	-0.050334976	0.0489361403	0.0614041092	-0.0641964642	0.0698805642	0.0619312679	-0.0477742811	-0.0620862353	0.0901793825	-0.1535025549	0.0434537318	-0.010529335800000001	-0.12824370710000002	-0.0859746083	-0.0367752496	-0.0005937189	0.109164545	-0.0058892287	0.10845184990000001	0.0712396602	0.0220846036	0.0295618917	0.0486632907	-0.055004553600000006	0.0147105032	0.060930962400000004	0.06676579049999999	0.06841077200000001	0.0953079663	0.09257421130000001	0.0880758881	0.08189874	-0.08439159999999997	0.011329200000000041	0.0001283507726400009	0.007121942150559995	-0.0831393	-0.0405588	0.00164501625744	0.00691214320449	0.544265	0.06182399999999999	0.003822206975999999	0.296224390225	0.00109725	0.000127458	1.2039575624999998e-06	1.6245541764e-08	-0.0007514339999999999	-0.00015892199999999993	2.5256202083999976e-08	5.646530563559999e-07	-0.00141047	0.0	1.9894256209e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
