csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42
828.135137995881	n/a	n/a	685807.8067834568	770.108404984048	n/a	n/a	593066.9554270746	729.8368332677983	n/a	532661.803194368	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.00660797	n/a	4.3665267520900014e-05	n/a	0.0303661	n/a	0.0009221000292100001	n/a	-0.0165615	n/a	0.00027428328225	n/a	-0.00100956	n/a	n/a	1.0192113936e-06	-0.0005071440000000001	n/a	n/a	2.5719503673600005e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.6333313936714	9.498193397790374	90.21567782182863	701629.5978616601	766.7275382611293	-3.380866722918654	11.43025979813872	587871.1179279715	727.0246065297175	-2.8122267380807666	528564.7784996906	7.908619226376391	0.938932	35.730598	0.199286445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0161082	0.02271617	0.00025947410724	0.0005160243794689	-0.053153	-0.0835191	0.002825241409	0.00697544006481	-0.0231155	-0.006554000000000001	0.0005343263402500001	4.2954916000000015e-05	7.91115e-05	0.0010886715	1.18520563491225e-06	6.2586294322499996e-09	0.000134128	0.000641272	4.11229777984e-07	1.7990320383999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.2139220000502	-7.4194093936212075	55.047635750154626	689255.1562827054	767.862142929764	1.1346046686346654	1.2873277540875787	589612.2705446893	723.4688163150622	-3.5557902146553038	523407.1281803172	12.64364405063841	0.899389	34.225834000000006	0.16951319000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00198657	-0.01809477	3.9464603649e-06	0.0003274207013529	0.0354709	0.08862389999999999	0.00125818474681	0.00785419565121	0.00801551	0.03113101	6.42484005601e-05	0.0009691397836201	0.000332518	0.00025340650000000003	6.421485424225003e-08	1.1056822032400001e-07	6.40713e-05	-7.005669999999999e-05	4.907941214889998e-09	4.10513148369e-09	0.000309807	0.000309807	9.598037724900001e-08	9.598037724900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.1028583109113	-2.1110636891388594	4.456589899600571	685754.3439427011	767.6615520250485	-0.2005909047154546	0.04023671105456458	589304.2584575063	723.5290292011838	0.06021288612157605	523494.2560968075	0.003625591655089885	0.917195	34.903412	0.214615275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0227171	-0.02073053	0.00051606663241	0.0004297548740809	0.00119633	-0.03427457	1.4312054689e-06	0.0011747461486848998	0.041213199999999985	0.03319768999999999	0.0016985278542399993	0.0011020866213360993	-0.0007447219999999999	-0.00107724	1.1604460176e-06	5.546108572839997e-07	0.000386793	0.00032272169999999996	1.0414929565089e-07	1.4960882484900002e-07	-0.000818481	-0.001128288	6.699111473610001e-07	1.2730338109440002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.2631521815804	6.160293870669078	37.94922057300303	695995.0070879468	770.0732916846525	2.4117396596039957	5.816488185706795	593012.8745660359	730.7228757693644	7.193846568180561	533955.9211726497	51.75142844652325	1.178006	44.828449	0.29794368	-0.0610551416	-0.0025914315	0.1083280225	0.0272311433	-0.0086734485	0.0393150657	-0.0339596285	0.012377067299999999	-0.1051047126	0.0560519124	-0.0362407662	0.014097066	-0.13015431619999998	0.1297473944	0.1172568643	-0.0462733583	0.003999057	-0.0015937706	0.10042523939999999	-0.132071936	0.0217705294	-0.1172709698	0.001580029	-0.1312580309	0.0334139708	0.032049362000000005	-0.11643028109999999	0.0667045667	-0.0138501149	-0.0398399424	0.09412044189999999	0.0606730712	-0.0088381625	0.0006498292	-0.021691036400000002	0.0387524478	-0.0201063869	0.0155203331	-0.0959867092	0.0664218256	-0.052461598	0.0236380412	-0.12208499449999999	0.0802701309	-0.1115444565	0.0601175574	-0.0511450913	0.1146127518	-0.1369082529	0.0160428232	-0.0895530842	0.17159446879999998	-0.0035812061	0.0586603845	-0.0781737302	0.0776231091	-0.08858151060000001	0.0462907075	-0.1033580967	0.1069001902	0.10688727099999999	0.1068657401	0.1068355993	0.0	0.0	0.0	0.0	0.0464057	0.06912280000000001	0.0021534889924899998	0.00477796147984	-0.0789085	-0.08010483	0.006226551372250001	0.0064167837893289005	0.11753	0.0763168	0.0138133009	0.005824253962240001	-0.00102929	-0.0002845680000000001	8.097894662400007e-08	1.0594379041e-06	0.000248966	-0.00013782700000000006	1.8996281929000008e-08	6.1984069156e-08	0.00020710900000000005	0.00102559	4.2894137881000015e-08	1.0518348481e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.698744463173	2.4355922815926756	5.932109762153817	700064.7889862503	773.6005462473041	3.527254562651592	12.441524749746476	598457.8051541273	736.6199100282837	5.897034258919348	542608.8918500767	34.77501305086846	1.202469	45.759403000000006	0.7068154000000001	-0.0224281319	-0.019156717	0.0930855484	0.0276530244	-0.0170061577	0.0020939763	-0.042724165999999994	0.030753321099999998	-0.0412908698	-0.0021705666	0.1814578182	0.0407517077	-0.066245745	0.0714510722	0.0050441008	-0.0780802894	0.0138248175	0.0640804572	0.0333524734	0.059318316100000004	-0.1901127953	-0.0046499961	-0.0647106862	-0.1356519067	-0.1923551853	0.103112466	-0.1642158664	-0.0614866232	0.008044722800000001	-0.030453252400000002	0.0783205126	-0.0176225266	0.06265662129999999	-0.139321627	-0.0184941466	-0.007285228299999998	-0.0162229506	0.022906310299999996	-0.0528063301	0.0323737279	0.025816904900000003	-0.0584327628	0.0365434922	-0.1027527114	-0.1043378843	0.047850774000000006	-0.07223932429999999	-0.0097306271	-0.1487252478	-0.1074571961	0.0768320584	0.10411957880000001	0.1179011392	0.029122196099999997	-0.049576816399999994	-0.051613631900000005	0.0357007326	-0.013970405900000002	0.060673951500000003	0.1068657401	0.1067494984	0.1065558558	0.10628495269999999	0.0	0.0	0.0	0.0	-0.0188209	-0.0652266	0.00035422627681000007	0.004254509347559999	0.299363	0.37827150000000004	0.089618205769	0.14308932771225	0.017690899999999996	-0.09983910000000001	0.0003129679428099998	0.009967845888809999	-0.00321576	-0.00218647	4.7806510608999985e-06	1.03411123776e-05	-0.0007123839999999999	-0.00096135	9.241938225e-07	5.074909634559999e-07	8.5365e-05	-0.00012174400000000005	7.287183224999999e-09	1.4821601536000008e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.1540580297357	6.455313566562609	41.671073242647275	710908.7655720109	772.9055996513816	-0.6949465959224881	0.482950771184254	597383.0659724618	739.8362284309948	3.2163184027110674	547357.644898999	10.344704067617872	1.085069	41.291801	0.428907147	-0.0583415804	0.010513273600000001	0.0250293192	0.0904812411	-0.0273230219	0.0035456477	-0.0477551082	0.054836559400000005	-0.014988880100000001	-0.0141659656	0.1487454065	0.088169982	-0.0421449246	-0.0409904955	0.0012809279	-0.1258884515	-0.0767199913	0.0046999502000000005	0.11892313789999999	0.0331907522	-0.0711066842	-0.0279255389	-0.032354235099999996	-0.0737548178	0.0023564368	-9.12249e-05	0.0063566258	0.1059490801	-0.0294821668	-0.042326989	0.0429204245	0.006513077900000001	0.1280626745	-0.0719726393	-0.0115007357	-0.0074489329	-0.0051722343	0.0288309028	-0.026203459199999998	-0.020755618700000002	0.024895672	-0.0358674519	0.0795280748	-0.2032438984	0.0850196466	0.1525751051	0.088816916	0.0437083546	-0.069124605	-0.0674281708	0.035291559900000005	0.0766077965	0.0452171397	-0.033741123399999996	-0.07586133099999999	-0.0612298307	0.1002566699	0.0422566043	0.11172794259999999	0.10679685109999999	0.1064741307	0.1059369856	0.1051864975	0.0	0.0	0.0	0.0	-0.0253233	-0.006502399999999999	0.00064126952289	4.2281205759999985e-05	-0.0205683	-0.31993130000000003	0.00042305496488999984	0.10235603671969	-0.0231738	-0.0408647	0.0005370250064400001	0.0016699237060899994	-0.00230691	0.0009088499999999996	8.260083224999993e-07	5.3218337481e-06	-0.000955506	-0.0002431220000000001	5.910830688400007e-08	9.129917160360001e-07	5.16206e-06	-8.020293999999999e-05	2.6646863443600004e-11	6.432511584643598e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.3778871653619	-6.776170864373738	45.91649158318755	699527.970139195	772.3606016804832	-0.5449979708984074	0.2970227882833813	596540.899028238	739.0397168859088	-0.7965115450859912	546179.703134804	0.634430641455273	0.872441	33.200348	0.097110277	-0.022295132000000002	-0.0258296586	-0.0042606362	0.06771562889999999	-0.009636161899999999	0.004962678	0.0042353322	0.035821104900000005	-0.014379090700000001	-0.0057364921	0.0769222992	0.045335859699999995	0.0135160511	-0.1197692044	0.0005089694	-0.0898346984	-0.0801732039	-0.0077400387	0.041420944	0.034491438799999996	-0.1246212124	0.0094561751	-0.059344259	0.0724917856	0.06223233490000001	-0.054126541900000005	0.0367100492	0.0668508312	-0.0041738567	-0.0343447912	-0.015598764499999999	0.025210914100000002	0.053439201500000005	-0.019767119	-0.0102298466	0.0012727271	0.0182260734	0.0265977321	0.0191136969	0.0190493338	-0.0181486418	-0.0681256552	0.10338933289999999	-0.0435403392	-0.0083743292	0.0695956784	-0.0020963751999999998	0.0021945764000000003	0.0277767139	-0.0333782727	0.039686571600000005	-0.08348135	0.1022591145	0.0528793898	0.14749228050000002	-0.0045816597	-0.15401485939999998	-0.10551461	-0.0403098955	0.10669354519999999	0.1060615229	0.1050109242	0.10354589539999999	0.0	0.0	0.0	0.0	-0.00431803	0.02100527	1.86453830809e-05	0.0004412213677729	-0.0109323	0.009636	0.00011951518328999998	9.285249599999998e-05	0.000536604	0.023710403999999997	2.87943852816e-07	0.000562183257843216	-0.00164884	0.0006580700000000003	4.330561249000002e-07	2.7186733456e-06	-0.00087069	8.481600000000004e-05	7.193753856000007e-09	7.581010761e-07	-0.00010712400000000004	-0.00011228606000000005	1.1475551376000009e-08	1.2608159270323609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.0731978148514	7.695310649489442	59.217805992145635	712459.5632693892	773.6910495401123	1.3304478596290892	1.7700915071916246	598597.8401384804	738.5907128441527	-0.4490040417560977	545516.2410996336	0.20160462951331148	0.933277	35.515408	0.163244966	-0.0439001589	-0.0381854135	-0.023572356800000003	0.0520178926	-0.0174492227	0.0207783869	-0.0192685592	0.0149885075	-0.021961457200000003	-0.0366274492	-0.044282213	0.047963981100000004	0.08409173880000001	-0.10785994300000001	0.0553369387	-0.0573893126	0.021872650499999997	-0.0651089095	0.006359713100000001	-0.0033844965	-0.052030187199999994	-0.0493315352	0.0063121793999999995	0.0729255921	0.1075123601	-0.0434004556	-0.0078970752	0.0380582281	-0.014257995700000001	-0.0564106842	-0.0221115858	0.014723810700000001	-0.0047977613	0.0737135798	-0.0225108322	-0.016236365	-0.0113470072	0.025496103399999998	-0.056184669000000007	-0.0222405474	-0.0967823525	-0.018592517	0.09539758109999999	0.0241002125	0.045925928600000006	0.09416603550000001	0.0234932744	0.0654329352	0.038925488700000004	-0.07437021860000001	-0.006414473299999999	-0.130988788	-0.0645932505	-0.0619852828	-0.08234677480000001	0.0190665948	0.0568563285	-0.1003066492	0.1088441127	0.1065558558	0.1055122068	0.10378035699999999	0.1013716023	0.0	0.0	0.0	0.0	-0.00939005	-0.005072020000000001	8.817303900250001e-05	2.572538688040001e-05	-0.0295726	-0.0186403	0.0008745386707600001	0.00034746078409000013	0.08094279999999998	0.08040619599999999	0.006551736871839997	0.006465156355190413	-0.00172247	-7.363000000000008e-05	5.4213769000000145e-09	2.9669029009000007e-06	0.000238209	0.001108899	1.229656992201e-06	5.6743527681000004e-08	-0.00010712400000000004	0.0	1.1475551376000009e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.009997614893	-5.063200199958374	25.635996264858512	703937.7760977426	770.1825880109398	-3.508461529172564	12.309302301683884	593181.218875229	735.8927669920198	-2.6979458521328747	541538.1645111712	7.278911821040987	0.9747380000000002	37.093201	0.3219442	-0.0160215561	0.0203586864	0.0097212627	-0.0564438268	-0.014496819	-0.0014472526	0.0215606338	-0.0104788401	-0.0491427301	0.0592755776	-0.053917345	0.0164155752	0.033208969	0.026773161400000002	-0.013407821499999998	0.0070816465	0.1118719224	-0.0139650762	0.021295234	0.0247621336	-0.0497628931	-0.07503330000000001	-0.044689065800000004	0.024435064300000003	0.021990161299999998	-0.14334958550000002	-0.046010016900000006	-0.0016474748000000002	-0.034827791600000005	0.0109083201	0.0260218108	0.0173360724	-0.0975546076	0.0345949463	-0.0001765932	0.0041190535	0.0356046313	-0.0095139429	-0.061362514000000014	0.053169397199999996	-0.0721575108	-0.0390167014	0.0746430849	0.0335294558	-0.0369193112	0.0316602981	-0.092835797	0.0300064857	0.0461828403	-0.0384898116	0.0748261247	0.049196433600000006	-0.0671900075	-0.14462392970000001	-0.028120398199999997	0.0308512152	-0.088892955	-0.0284672493	-0.013446293500000001	0.1063838272	0.1048268904	0.1022488522	0.0986748248	0.0	0.0	0.0	0.0	0.0347407	0.04413075	0.00120691623649	0.0019475230955625	0.147952	0.1775246	0.021889794304	0.03151498360516	0.0497275	-0.03121529999999998	0.00247282425625	0.0009743949540899988	-0.00119984	0.0005226300000000001	2.731421169000001e-07	1.4396160256e-06	0.0005537480000000001	0.00031553900000000004	9.956486052100004e-08	3.0663684750400016e-07	-0.000650426	-0.000543302	4.23053981476e-07	2.95177063204e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
