csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
844.9144963882062	n/a	713880.5062069361	n/a	750.7753605057338	n/a	n/a	563663.6419425146	684.4663194632841	n/a	468494.14247961453	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-2.1646500000000004e-09	n/a	4.685709622500002e-18	n/a	-2.16414e-09	n/a	4.6835019396e-18	n/a	5.80521e-09	n/a	n/a	3.3700463144099993e-17	-8.816869999999998e-05	n/a	7.773719659689997e-09	n/a	8.81922e-05	n/a	7.77786414084e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.0033684708977	-8.911127917308477	698901.6320946875	79.40820075863452	750.1751551445767	-0.6002053611571228	0.36024647556175216	562762.7633961898	682.9733679765585	-1.4929514867255875	466452.62136524357	2.2289041417161424	1.0920550000000002	25.425756	0.12715092352358	-0.057711287800000004	0.1480553038	-0.0823072409	0.07672294889999999	-0.020841381699999998	0.039294957900000003	-0.0594491837	0.028341597000000007	-0.06805243450000001	0.0648919287	-0.0366300142	0.0302790439	-0.0392618849	0.0051972441	-0.0312861387	0.028606455299999996	-0.0922137274	0.0219066023	0.1225972543	-0.0499034652	0.0091699822	-0.0057195801	0.002067006	-0.0319166852	0.0362716588	-0.011708561299999998	-0.0015192679999999998	0.009262721	-0.0289919647	0.1151347658	-0.1645538078	0.1466216042	-0.0399781996	0.027685631000000002	-0.0085806318	0.0322601002	-0.1442954342	0.021494550600000002	-0.019901303500000002	0.0475120236	-0.1163092975	0.0449658954	-0.0865482006	0.1457510863	-0.0694029062	-0.005530012	0.14330067259999998	-0.1187327374	0.0232351077	0.0198266237	-0.0021250478	0.0174320329	-0.0333216443	0.0621161337	-0.0301466998	0.0632534416	0.030547639799999998	-0.0765593493	0.0221752942	-0.0445398275	0.0215324719	-0.0105862752	0.0430602371	0.040674969	-0.1011041688	0.07787438070000001	-0.030777454500000002	0.0262213277	-0.0035754373	0.0361883161	-0.11479035289999999	0.016609161100000002	-0.0150630048	-0.04962985599999999	0.0016663876	-0.09775399609999999	0.0342271626	-0.048279991200000004	0.1065025498	-0.0689803472	0.0093505495	-0.0730071554	0.05562843730000002	-0.1598251795	0.1294093559	-0.1063612042	0.0968193775	-0.117012891	0.0024907041	-0.12187223550000001	0.07116180429999999	0.0023821371	-0.008262546400000001	0.09644599029999999	0.0964382681	0.0964253983	0.0964073815	0.0	0.0	2.1646500000000004e-09	0.0	4.685709622500002e-18	0.028255	0.028255002164139998	0.0007983450250000001	0.0007983451472955563	0.0910809	0.09108089419479	0.00829572928732253	0.008295730344810001	-0.000156277	-6.810830000000001e-05	2.4422500729e-08	4.638740528890002e-09	-0.0	-8.81922e-05	0.0	7.77786414084e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.6068634458462	-3.3965050250515105	693234.18905713	11.536246385200162	749.7290436857232	-0.4461114588534656	0.1990154337203673	562093.6389459091	680.4024520122329	-2.57091596432565	462947.4967042589	6.609608895624486	1.060118	24.682194	0.35408509120000004	-0.0264717126	0.1176333684	-0.0549692792	-0.0347807412	-0.019313698400000003	0.0292146052	-0.0326630361	0.0471759612	-0.0288199147	0.057332546799999995	0.0069509127	-0.0171554151	-0.0256909193	0.013939305	-0.0399124218	0.08629288460000001	-0.004927867	-0.015608199	0.0411583649	-0.1378815608	-0.0306368256	-0.020821607	-0.0157294672	0.0601546039	0.0695585104	-0.0254914459	0.0188229429	0.0209379152	-0.0128672058	-0.0195704725	-0.11340177380000001	0.11887229210000001	0.1361298253	-0.0203484967	-0.028428875699999998	-0.05921860440000001	-0.1005953846	-0.090046129	-0.0475692529	-0.0872808156	-0.10433729970000001	-0.0812559455	0.0099106015	0.0794380883	-0.0370407918	0.0123084209	0.1071990257	-0.050727809299999996	-0.0177295729	0.018038715900000002	0.0611487246	0.0157081202	-0.0276828733	0.0308080432	-0.0501874307	0.0229341434	-0.0203777918	-0.051817122599999994	-0.0272552044	-0.0033952608	-0.007535121600000002	0.0183401258	0.09420797460000001	0.0248922553	-0.015495006	0.0055797826	-0.1096788766	0.0442721791	0.0046301473	-0.0629161358	-0.1057400236	0.0573879093	0.0517226609	-0.14488487519999999	-0.06781071940000001	-0.022841122400000004	0.0417045555	-0.0124869824	0.1044330267	-0.07336575740000001	-0.0228523707	0.052424650499999996	0.0459679422	-0.037240836400000005	-0.0765242217	-0.0982065852	-0.085813661	-0.1022314296	-0.1066508899	0.0834905247	-0.0757219903	0.0118607267	-0.012984202299999999	0.0964253983	0.096355911	0.0962401359	0.09607812869999999	0.0	4.57912e-05	4.57912e-05	2.0968339974399998e-09	2.0968339974399998e-09	-0.0484061	-0.07666110000000001	0.00234315051721	0.005876924253210001	-0.0274307	-0.1185116	0.014044999334559998	0.0007524433024900003	0.00213151	0.0022877870000000003	4.5433348801e-06	5.2339693573690005e-06	0.000589045	0.000589045	3.4697401202499995e-07	3.4697401202499995e-07	-0.0003005	-0.0003005	9.030025e-08	9.030025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.4437584913628	-5.163104954483401	684663.1734663127	26.65765277101105	748.9018571503067	-0.8271865354165584	0.6842375643744493	560853.9916431784	679.3510849256159	-1.051367086617006	461517.8965896113	1.105372750821531	1.079464	25.132605	0.2603864936	-0.0763208762	0.0896119918	-0.0490234036	-0.028449998599999998	0.042131222999999995	0.0167652055	-0.0358911384	0.0252471943	-0.0397926286	0.10908020210000001	-0.016682432	-0.0177772641	-0.0459545119	-0.0153553698	-0.028200878500000002	0.051081307199999995	-0.031217367200000002	-0.0347933039	0.012900745900000002	-0.051284904299999996	0.06490310860000001	-0.0048339148	-0.017309901200000002	0.0354445392	-0.0208548596	-0.0329430774	0.035469110299999995	-0.12199642779999999	-0.0036659455	0.0734506469	0.012169385900000001	-0.0013724464000000002	0.0326970471	-0.0528697215	-0.0030851548	-0.060744256600000004	-0.09820981720000001	0.1197194849	-0.0675858976	-0.0081731532	-0.0759245766	0.036941693	-0.1077174226	-0.0548835424	-0.21634168260000008	0.0034881092999999998	0.05204544269999999	-0.0840715861	0.0140705872	0.014492536399999999	0.0692475304	0.0357413115	-0.013031745400000001	0.039098933599999997	-0.030255396	0.0229393536	-0.0034373576	-0.10778646859999999	-0.0403621523	-0.0346924458	0.0275170492	0.0399164751	0.0718602911	0.0392172147	-0.0093874612	0.041321678	-0.025849494700000003	-0.0595679301	0.0030215468	-0.0694753246	-0.0291191706	0.0447481776	-0.0131109822	-0.0234064639	0.1482780879	-0.0717006745	0.027774345	-0.047112855	-0.011600673600000002	0.10554509769999999	-0.006081607199999999	0.1481651667	-0.0206098488	-0.0642521702	0.0070445859	-0.0316812159	-0.08222878809999999	-0.1206839356	-0.0207840207	0.0161033739	0.129581497	0.1214568589	-0.0290256285	0.09638421859999999	0.096191267	0.09586996710000001	0.0954207476	0.0	-4.14524e-05	-8.724359999999999e-05	1.7183014657599997e-09	7.611445740959998e-09	0.0368557	0.0852618	0.00135834262249	0.00726957453924	0.0664054	0.0938361	0.008805213663210002	0.004409677149159999	0.00255443	0.0004229199999999998	6.525112624899998e-06	1.7886132639999984e-07	0.00158961	0.001000565	2.5268599521e-06	1.0011303192250003e-06	-0.0005010419999999999	-0.00020054199999999995	2.5104308576399987e-07	4.0217093763999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.5431542179422	-3.90060427342064	678223.3268592373	15.214713697827364	749.7213381829034	0.819481032596741	0.6715491627858209	562082.0849267634	677.8630039100201	-1.4880810155957531	459498.252069916	2.2143851089764888	1.060185	24.68376	0.1842792351	-0.0696433975	0.0569690913	-0.0154564596	-0.0952045966	0.0404990612	0.028651064599999998	-0.0229141339	0.041965391	-0.0274642902	0.1020734074	0.0279639407	0.019774733	-0.03038169	0.024808270099999998	0.0156060107	0.10686461859999999	0.0620970158	-0.052519458	-0.043328715999999996	-0.0222739671	-0.0368315289	-0.0247569262	0.0738800652	0.036553544900000005	-0.054293698200000004	0.061646515599999986	-0.0003806053	-0.0850528824	-0.024370103900000002	0.0849534533	-0.054081048300000004	0.0042363195	-0.0005638175	-0.08888700949999999	0.0646685416	-0.061264355199999995	-0.10075486759999999	0.1098892354	-0.0347174623	0.066142778	0.046734839199999996	-0.1179043267	-0.0252005627	0.0170674683	-0.010951482	0.031120308500000006	0.0163244325	-0.062275030599999996	-0.011095464199999999	0.035343092	0.15041641890000002	0.0569730002	-0.0310847097	0.0215853264	-0.0605360597	0.0214101294	-0.051342260099999995	-0.1012934015	0.0051139868	-0.0191750779	-0.0381557214	-0.0211272842	0.0797936921	-0.0694477806	0.0392611056	0.0129809965	-0.0146820818	0.0356341469	0.06505339360000001	-0.0217816627	0.033713209	-0.1474814917	-0.025944493	0.0945924525	0.1216812459	-0.1490161156	0.0535161852	0.0089896013	-0.0095654328	0.0147787346	-0.0313876477	0.1190193824	0.0094191998	-0.13099757539999998	0.0521109238	0.0222791904	0.0139979293	-0.09450199109999999	-0.0208729468	0.036523715	-0.12147770570000001	0.0427725889	-0.0054378913	0.09632246009999999	0.0959444768	0.09531560310000001	0.0944374833	0.0	-5.54375e-05	-1.3985100000000006e-05	3.07331640625e-09	1.955830220100001e-10	-0.0204693	-0.057325	0.00041899224249	0.003286155625	0.018821900000000003	-0.0475835	0.00226418947225	0.00035426391961000014	0.00401476	0.00146033	1.61182978576e-05	2.1325637089e-06	0.00170803	0.00011841999999999995	2.9173664809e-06	1.4023296399999985e-08	-0.000509427	-8.385000000000076e-06	2.59515868329e-07	7.030822500000128e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.9956998414173	1.452545623475089	680617.9047568297	2.1098887882766357	749.2925600668709	-0.4287781160325039	0.1838506727883834	561439.3405715653	678.7442019518562	0.8811980418361145	460693.6916832622	0.7765099889358026	1.0916610000000002	25.416597	0.1863269946	-0.0585234339	0.0403811871	-0.0431053003	-0.0395811639	0.10549833939999999	0.024323919500000003	-0.0238709703	0.0589395805	-0.0279733153	0.0954390344	-0.0464445285	-0.027291097200000003	-0.0164146624	-0.0062227927	0.060777237699999986	0.0824513368	0.0791098324	0.0591903888	-0.0722273958	0.022167903	0.027758759100000002	-0.0321945474	-0.024386366200000002	-0.0640315409	0.0755839422	-0.0114577223	0.0837485786	0.0051638709999999996	0.0472207806	-0.0583891203	0.0671612094	0.0625750355	-0.0042655603	0.0599090296	-0.0738905735	0.0367602029	0.0404172363	-0.048534941799999995	-0.123063763	-0.0570100959	-0.0040346619	-0.0679940055	0.0206586497	-0.0057530803	0.0322741458	0.0098672483	0.0442995133	-0.0371200296	0.0710588711	0.047624573899999995	0.08972702699999999	0.1235321294	-0.0213355741	0.0243059194	-0.0617140724	0.0137115111	0.0313942437	-0.10619283880000001	-0.0368308549	-0.013676308799999998	-0.0006884594999999999	-0.0585921634	0.055906059699999996	-0.11403831390000001	0.0592544523	-0.084649079	-0.0275546876	-0.0211774788	-0.0174971828	0.0410219572	-0.0593555246	0.0237499142	0.06477431480000001	0.0005327003	-0.0385448621	0.1394115386	-0.0807942278	0.069801659	-0.026716498199999997	-0.0150388043	-0.0089746318	-0.0440572537	0.1096772092	0.058959886100000004	0.0172710541	0.0497526851	-0.044665826900000004	-0.0342811881	-0.047421847	-0.023885324500000003	0.0226103	-0.0922149458	-0.0534830695	0.0962401359	0.09561575119999999	0.0945781089	0.09313169380000001	0.0	-3.76429e-05	1.77946e-05	1.4169879204099998e-09	3.1664778916e-10	0.029797000000000008	0.0502663	0.0008878612090000002	0.00252670091569	0.0507401	0.0319182	0.00101877149124	0.00257455774801	0.00247629	-0.00153847	6.1320121640999986e-06	2.3668899409000005e-06	0.00133655	-0.00037148	1.7863659025e-06	1.3799739039999998e-07	-0.000336883	0.000172544	1.1349015568900001e-07	2.9771431936e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.61390420665	3.618204365232714	686601.0022445873	13.091402828589064	749.0456124324744	-0.2469476343965198	0.06098313413403721	561069.3295043407	678.2490812314497	-0.4951207204064758	460021.8161913057	0.2451445277758276	1.062526	24.738253	0.147815985	-0.0322509224	0.0385259686	-0.1328725922	0.0146511127	-0.0293383062	0.019649775300000002	-0.044903649299999994	0.0357464121	-0.045617647000000004	0.1010724685	0.06478933490000001	0.0537973504	-0.0406925942	0.0692444834	0.033301994700000004	-0.0206096328	-0.0833346303	0.0181744166	-0.0351910241	0.097107045	0.009769409100000001	-0.1094682388	0.0316330544	0.0751232727	0.0469367151	0.0714791032	-0.0220721354	0.0819996741	0.0437749463	0.018945282	-0.0266386827	-0.0421878584	0.10906565800000001	-0.0255317018	-0.031945488	0.0733119363	0.1333212418	0.0711603463	0.0647503592	0.07524082900000001	0.054394738	-0.0890111808	-0.08738567779999999	-0.0838722878	0.0414656519	-0.0008615397000000001	0.0811559721	-0.0587179284	0.0613719206	0.1356991964	-0.0032804952	-0.0391042009	-0.0159285461	0.0396242465	-0.0306823141	0.0304751662	-0.0780896025	-0.0752847229	0.05877314	-0.0533516403	-0.060491151500000014	-0.0073478417000000015	0.013877862	0.0536509826	0.045487733200000005	-0.025443643300000002	0.0898386391	0.0188603475	0.12278718	0.0023997986	-0.029788118199999998	0.0507378963	-0.0582312522	0.1069596535	-0.0673899545	-0.0082892616	-0.0915221327	0.10388412080000001	-0.1392005167	0.07724761200000001	-0.0184756404	-0.11851662439999999	-0.0808695962	-0.1251397114	0.045357397699999996	0.0640170775	-0.0413100071	0.0036874175	-0.1203569833	0.0593045104	-0.05141113519999999	0.05775510480000001	-0.0393201585	0.09613726369999999	0.0952053708	0.0936589016	0.0915078388	0.0	-5.41279e-05	-1.6485000000000002e-05	2.92982955841e-09	2.717552250000001e-10	-0.016556399999999995	-0.046353399999999996	0.0002741143809599999	0.0021486376915600004	0.107705	0.056964899999999985	0.003244999832009999	0.011600367025	0.00294712	0.0004708300000000002	8.685516294400001e-06	2.216808889000002e-07	0.00170803	0.00037148	2.9173664809e-06	1.3799739039999998e-07	-0.000384197	-4.7313999999999954e-05	1.47607334809e-07	2.2386145959999963e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.8676777275302	-2.7462264791197413	682057.4211150637	7.54175987461841	748.4113219330577	-0.6342904994166929	0.4023244376502777	560119.5067975869	678.6816301864213	0.432548954971594	460608.75515249843	0.187098598447018	1.049346	24.431391	0.2402411979	-0.0285504444	0.0639665465	-0.10126009890000001	-0.0154673459	0.0666931074	0.0092323884	-0.0081843532	0.0640865843	0.0076292424	0.1006929426	-0.020404304499999998	-0.034954658799999996	-0.019023926899999998	-0.0352929351	0.0688611429	0.0364867024	-0.1200124989	0.040797082799999995	0.0087595793	-0.0878544814	-0.0571239729	-0.021851258	0.027145845800000002	0.0314966804	0.001860939	0.0021986499	-0.0045287792	0.1011676814	0.0315053461	-0.0411801212	-0.0107053941	-0.0850201102	-0.1109720219	0.1541774548	-0.0578118174	0.0081379168	0.0050960707	-0.0266067313	0.0190921052	-0.0534343677	0.050002705099999996	0.11375942130000001	-0.1727426393	-0.07416572980000001	-0.09213112609999999	-0.0241444205	0.0473590205	-0.0091778744	0.0606831238	0.027401065899999997	0.068862122	0.0343786938	-0.0041265671	0.0053953646	-0.0644901827	-0.0185624583	0.0033585114	-0.08563199099999999	-0.0350166493	-0.0324161619	0.025045236800000002	-0.10089426859999999	0.0246210119	0.12288831039999999	-0.0287384394	-0.025901393999999998	-0.0447738085	0.0022269255	0.0725200439	-0.012476961699999999	0.10166697220000001	-0.031468334300000005	-0.0002027894	-0.08718970599999999	-0.0148958105	0.0450147611	-0.09969979050000001	-0.0073609178	-0.040897878	-0.0575126987	-0.1136228201	-0.0281366817	0.0071396844	0.0715364043	0.101363089	0.0041502326	-0.071526254	0.1649814199	-0.062091899299999996	0.0990208198	0.1424393118	0.1093113927	-0.1128693551	0.09601386529999999	0.0947136862	0.0925597472	0.089571464	0.0	-6.42758e-05	-1.0147900000000003e-05	4.131378465640001e-09	1.0297987441000009e-10	0.033105699999999995	0.04966209999999999	0.0010959873724899997	0.002466324176409999	0.0266506	-0.0810544	0.00656981575936	0.0007102544803599997	0.00410711	0.0011599899999999994	1.6868352552099993e-05	1.3455768000999992e-06	0.0009176910000000002	-0.0007903389999999997	8.421567714810004e-07	6.246357349209995e-07	-0.000624159	-0.00023996200000000006	3.89574457281e-07	5.7581761444000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.5038299868802	-0.3638477406500442	681456.573323008	0.13238517837614186	749.9769121034758	1.5655901704180906	2.451072581709746	562465.3686882646	678.6060433443059	-0.07558684211539912	460506.162063414	0.005713370700978274	1.111451	25.877342	0.1776971258	-0.0684128054	0.0577723962	-0.1003709803	-0.0092684723	0.022838276400000003	0.034904764	-0.0398813175	0.0306464721	-0.0464770507	0.12620778300000002	-0.0001648218	0.0248347731	-0.0042496575	0.0710343907	-0.0077045556	-0.0137312468	-0.054228319299999994	-0.054850679400000005	-0.0025586219	-0.0333331102	-0.0496262185	0.0235635914	0.0305844316	0.0183052446	-0.0030134917	0.075818863	0.0330934761	0.0115156074	-0.1035874379	0.018221243300000002	-0.0234086721	-0.11019771199999999	-0.0313943794	-0.0485845165	0.0375797751	0.0066184051	0.025651630699999997	0.05433323809999999	0.09293568349999999	0.0347797918	0.07022617269999999	0.1316696313	-9.463450000000001e-05	0.0684271196	0.0153558184	0.0130585356	0.0506669775	-0.08651204470000001	0.0484777303	0.0770782029	0.0609404717	-0.0180569145	-0.032827103999999996	0.0379481233	-0.045761434000000004	0.029563568300000002	-0.0152021113	-0.1208231528	0.022275094500000002	-0.0010233402	-0.0696150828	0.0076372591	0.0099299127	0.0600635088	0.0093008351	0.0527134542	-0.0277787302	-0.0010183683	0.0209351318	0.028506141699999998	-0.025213322200000002	-0.09913125560000001	-0.1006758026	0.0928265825	0.010905888899999999	-0.002060945	-0.0184787514	-0.0163988146	-0.0791538368	-0.1064058826	-0.0650332245	0.0691078892	-0.0531306154	-0.030225336800000002	-0.1453484711	-0.0138343553	0.10764217029999999	0.1367622074	0.048128117000000005	-0.0564481175	0.1148841595	-0.1024982793	0.0656058093	0.09586996710000001	0.09414111720000001	0.0912827574	0.0873291827	0.0	0.0194178	0.019482075800000002	0.00037705095684	0.0003795512774769456	0.0233708	-0.009734899999999994	0.0005461942926400001	9.476827800999991e-05	0.0900113	0.06336069999999999	0.0040145783044900005	0.008102034127689998	0.00330234	-0.0008047699999999997	1.09054494756e-05	6.476547528999996e-07	0.00181531	0.0008976189999999998	3.2953503961e-06	8.057198691609998e-07	-0.000624159	0.0	3.89574457281e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.7866496779982	-2.717180308882007	676977.870888345	7.383068830976119	749.209689564846	-0.7672225386297669	0.5886304237815041	561315.158937853	677.5552808627441	-1.0507624815618328	459081.1586249921	1.104101792657981	1.010418	23.525045	0.11378659999999995	-0.0494955431	0.0435079783	-0.062291626399999994	-0.0605720416	0.0760198805	0.0207786218	-0.021805674599999998	0.0583170643	-0.006554063000000001	0.11067441480000001	-0.0185375635	-0.0607995328	-0.0058328125	0.0033660196000000002	-0.0019362132	0.023129323700000003	0.0365624158	-0.0225775342	0.0319101685	-0.036941813399999995	-0.0187582255	-0.0119444528	0.0838082622	0.0522563992	0.054863095099999995	0.0714320539	-0.0122500917	0.030934711	-0.0304450984	0.0380245378	0.05998656440000001	-0.0402517831	-0.0780826929	0.0192093148	0.033888935499999995	-0.0458483333	0.0503802313	-0.0433979982	-0.0816607553	-0.0428981222	0.032092322	0.0665922205	0.074841486	0.0180408609	0.0531847446	0.0040511135	0.016576155500000002	-0.0303631206	0.046295267	0.0060966825	0.1234633824	0.0516759446	-0.0173394031	0.022670111200000002	-0.058218174500000004	0.0007795692999999999	-0.0016226254	-0.11240822119999999	-0.06582152299999999	0.005011637	-0.016005016599999998	0.0062311871	-0.024109104500000002	-0.0395524825	-0.0071940754	0.031735935	-0.0691525236	0.0134522107	0.0494600147	-0.0135489522	-0.0151106502	-0.0985869616	0.0669172858	0.1118765227	-0.0041541098	-0.0037181188	-0.08069333349999999	-0.0051943301	0.06331296480000001	-0.1148983088	-0.0036943565000000004	-0.0068251027	0.0058873588	0.1744385388	-0.050753189299999994	-0.0358698675	0.0635842259	0.0278616166	0.0248443643	0.0172322684	0.1186290345	0.0184269653	0.0360961038	0.09570559990000001	0.0934881527	0.0898303859	0.0847886526	0.0	0.007896999999999998	-0.0115208	6.236260899999996e-05	0.00013272883264000006	0.0164826	-0.006888200000000001	0.00027167610276	4.7447299240000016e-05	0.0156682	-0.07434310000000001	0.005526896517609999	0.00024549249124	0.00353656	0.00023421999999999985	1.25072566336e-05	5.485900839999992e-08	0.00200178	0.00018646999999999975	4.0071231684e-06	3.477106089999992e-08	-0.000624159	0.0	3.89574457281e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
