csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
759.3253596623963	n/a	576575.0018264275	n/a	656.5055329267583	n/a	n/a	430999.5147634469	606.8525652995297	n/a	368270.03601062	n/a	n/a	n/a	n/a	-0.1763757096	-0.0118282326	0.0274837202	-0.1885755981	0.1636999636	-0.0954841121	0.06713050450000001	-0.0358283082	-0.19042399289999998	0.0962225004	0.0962148673	0.0962021459	0.0961843369	0.0311235	n/a	n/a	0.00096867225225	-0.5268430000000001	n/a	n/a	0.2775635466490001	-0.423002	n/a	n/a	0.17893069200400002	-0.036058	n/a	0.0013001793640000001	n/a	-0.0069329	n/a	n/a	4.806510241e-05	0.00260201	n/a	n/a	6.7704560401e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.834359127961	-0.4910005344353294	575829.5845931432	0.24108152481577916	662.2706147653839	5.765081838625632	33.23616860605111	438602.36718171963	613.620826991622	6.768261692092325	376530.51931788214	45.80936633264445	1.667264	51.142498	1.4174547	-0.1581978694	-0.0145810508	-0.08095458330000001	-0.1553610818	0.1519446736	-0.0585724965	-0.1106480144	0.013763941200000001	-0.1549871076	0.0962021459	0.0961334599	0.09601901970000001	0.0958588795	0.316456	0.2853325	0.08141463555624999	0.100144399936	-0.6116779999999999	-0.08483499999999987	0.00719697722499998	0.374149975684	0.0078632	0.4308652000000001	0.18564482057104006	6.182991424000001e-05	-0.0433386	-0.007280599999999998	0.00187823424996	5.300713635999998e-05	-0.00813193	-0.0011990300000000009	1.437672940900003e-06	6.612828552490003e-05	0.00645082	0.00384881	1.4813338416100004e-05	4.161307867240001e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.550118804247	-0.2842403237140161	575398.2827379372	0.08079256162504865	663.2943480767377	1.0237333113537943	1.0480298927754048	439959.3921905445	617.7172598283388	4.096432836716758	381574.6130898313	16.780761985731303	1.077683	33.057388	0.8743847999999999	-0.15629240390000002	-0.0367487427	-0.0083827769	-0.1469302256	0.1479676694	-0.0510333595	-0.0425217617	-0.0261958882	-0.1463836302	0.0961614411	0.0959707141	0.0956531157	0.09520906609999999	0.339939	0.023482999999999976	0.0005514512889999988	0.115558523721	-0.6748850000000001	-0.06320700000000012	0.0039951248490000145	0.4554697632250001	0.417206	0.4093428	0.16756152791183998	0.17406084643599998	-0.0476372	-0.0042986000000000005	0.00226930282384	1.8477961960000002e-05	-0.00541278	0.0027191500000000013	7.393776722500005e-06	2.92981873284e-05	0.00700011	0.00054929	3.017195041e-07	4.900154001210001e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
764.4611214767294	5.911002672482482	584400.8062494589	34.93995259409505	666.3619010402713	3.0675529635335583	9.409881184083511	444038.1831580043	620.2717287941505	2.5544689658116795	384737.01754128415	6.525311697294991	0.657552	20.170086	0.278935	-0.1487654453	0.0033583784	-0.0575917212	-0.1273223929	0.12630432449999998	-0.08392651039999999	-0.058051127699999996	-0.0271209992	-0.1268098933	0.0961003948	0.0957267674	0.0951051307	0.09423709529999999	0.376869	0.03693000000000002	0.0013638249000000016	0.14203024316100002	-0.786041	-0.11115599999999992	0.012355656335999984	0.6178604536810001	0.34457600000000005	-0.07262999999999997	0.005275116899999996	0.11873261977600005	-0.0476211	1.609999999999806e-05	0.00226776916521	2.592099999999375e-10	-0.00429928	0.0011135	1.2398822499999998e-06	1.84838085184e-05	0.00696533	-3.478000000000075e-05	1.2096484000000519e-09	4.8515822008899986e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.9538546629545	5.492733186225108	592828.9383103421	30.170117855058642	670.8349718591238	4.473070818852534	20.00836255047008	450019.55946923146	624.4259808901439	4.154252095993456	389907.80561061844	17.257810477066027	0.6553260000000001	20.101786	0.2746670000000002	-0.1254937298	0.0126138969	-0.0461774142	-0.100107156	0.09987569369999999	-0.0837707972	-0.0353745564	-0.036634685099999995	-0.0997168059	0.09601901970000001	0.0954018263	0.0943761076	0.09294625599999999	0.404465	0.02759600000000001	0.0007615392160000005	0.163591936225	-0.70233	0.08371099999999998	0.007007531520999997	0.4932674289	0.441771	0.09719499999999998	0.009446868024999996	0.195161616441	-0.0482988	-0.0006777000000000032	0.0023327740814400003	4.592772900000046e-07	-0.0043497	-5.041999999999981e-05	2.54217639999998e-09	1.891989009e-05	0.00756051	0.0005951800000000008	3.5423923240000077e-07	5.71613114601e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.4129327608252	3.4590780978707016	598167.5645617008	11.965221287168793	672.3328318277654	1.497859968641592	2.2435844856589906	452031.4367535423	625.5295235645501	1.1035426744061851	391287.184850893	1.2178064342355557	0.622783	19.103552	0.2776760000000003	-0.136627006	0.0283431612	-0.07314655519999999	-0.0906514256	0.0818306828	-0.0975150531	-0.0751078086	-0.0531985815	-0.08989094689999999	0.0959173331	0.09499616570000001	0.0934674342	0.091340916	0.438968	0.034503000000000006	0.0011904570090000006	0.192692905024	-0.77985	-0.07752000000000002	0.006009350400000005	0.6081660225000001	0.377311	-0.06446000000000003	0.0041550916000000025	0.142363590721	-0.0468911	0.0014077000000000048	0.00219877525921	1.9816192900000137e-06	-0.004862300000000001	-0.0005126000000000012	2.627587600000011e-07	2.364196129000001e-05	0.00766407	0.00010355999999999994	1.0724673599999989e-08	5.873796896490001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.0908196227431	3.6778868619178415	603870.1419419466	13.526851769067864	674.297217183661	1.9643853558956152	3.8588098264571427	454676.7371016293	627.7532563183655	2.2237327538153977	394074.1508183115	4.944987360391412	0.630532	19.341265	0.16159949999999998	-0.1188071594	0.0230277287	-0.05219530519999999	-0.0768719388	0.0635360606	-0.09132721279999999	-0.050632375800000004	-0.0528066559	-0.0771838833	0.0957953565	0.0945101289	0.09238084029999999	0.0894265072	0.4526560000000001	0.013688000000000032	0.0001873613440000009	0.20489745433600004	-0.716058	0.06379200000000007	0.00406941926400001	0.512739059364	0.435441	0.05812999999999996	0.0033790968999999954	0.189608864481	-0.0472132	-0.00032209999999999883	0.00222908625424	1.0374840999999921e-07	-0.00494225	-7.994999999999877e-05	6.392002499999803e-09	2.4425835062499995e-05	0.00778181	0.00011773999999999986	1.3862707599999968e-08	6.05565668761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.5268260356618	2.4360064129186867	607662.0725092329	5.934127243780968	676.4638454950939	2.166628311432873	4.694278239902465	457603.33426201023	629.2003195248096	1.4470632064441131	395893.0420901225	2.0939919234443187	0.733897	22.511936	0.27394	-0.11924933869999994	0.0398382002	-0.0714300545	-0.062488608	0.0508920467	-0.090970629	-0.0570011987	-0.0258366267	-0.0627299725	0.0956531157	0.09394412710000001	0.0911183942	0.0872095075	0.323794	-0.12886200000000006	0.01660541504400001	0.10484255443600002	-0.751455	-0.03539700000000001	0.0012529476090000007	0.5646846170250001	0.456544	0.021102999999999983	0.0004453366089999993	0.20843242393599995	-0.0473329	-0.0001197000000000073	0.0022404034224100004	1.432809000000175e-08	-0.00430039	0.0006418599999999992	4.11984259599999e-07	1.84933541521e-05	0.00677181	-0.0010100000000000005	1.020100000000001e-06	4.58574106761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.4982717947006	-2.0285542409611708	604503.5626437461	4.115032308521552	678.3422402031939	1.8783947081000176	3.528366679418151	460148.19484388776	630.8088765244322	1.6085569996225786	397919.83870201634	2.5874556210347923	0.778018	23.865309	0.22135700000000005	-0.1262085424	0.0372691353	-0.0240011237	-0.050759628499999994	0.054917293799999996	-0.11387158050000001	0.0008090428999999999	-0.0719007332	-0.0503057675	0.09549064089999999	0.0932986392	0.089682499	0.0846974184	0.335609	0.011814999999999964	0.00013959422499999917	0.112633400881	-0.710037	0.04141799999999996	0.0017154507239999965	0.504152541369	0.4555770000000001	-0.0009669999999998846	9.350889999997769e-07	0.20755040292900007	-0.0494796	-0.0021466999999999944	0.00244823081616	4.608320889999976e-06	-0.00349291	0.0008074800000000003	6.520239504000003e-07	1.22004202681e-05	0.00716077	0.0003889600000000007	1.5128988160000054e-07	5.12766269929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779.3847938194493	1.8865220247487289	607440.6568369855	3.5589653498620426	679.6898572792254	1.3476170760314972	1.8160717836116818	461978.30208825384	631.5447110532757	0.7358345288434975	398848.7220593655	0.541452453838332	0.615467	18.879143	0.17366849999999984	-0.11407163470000001	0.049863729800000006	-0.0487924878	-0.0425044779	0.044857513700000004	-0.11531295859999999	-0.0208866887	-0.0408852612	-0.0411286637	0.0953079663	0.09257421130000001	0.0880758881	0.08189874	0.394413	0.05880400000000002	0.003457910416000003	0.155561614569	-0.741611	-0.03157399999999999	0.0009969174759999991	0.549986875321	0.456321	0.0007439999999999113	5.535359999998682e-07	0.208228855041	-0.0488233	0.0006562999999999987	0.00238371462289	4.307296899999981e-07	-0.00289807	0.0005948400000000001	3.5383462560000016e-07	8.3988097249e-06	0.00756056	0.0003997899999999997	1.5983204409999973e-07	5.71620675136e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
