csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
723.5011870680884	n/a	523453.96768893296	n/a	630.8376894794931	n/a	n/a	397956.19046782533	586.7730576104167	n/a	344302.6211374774	n/a	n/a	n/a	n/a	-0.1811189735	0.04239759110000002	0.1438103749	0.2679301425	-0.0936661751	-0.036404604199999996	0.1852380534	-0.103934523	0.0844398974	0.1945550882	-0.12047044369999999	0.10729355289999999	-0.0437580383	0.0678670554	-0.0322771222	0.0453580312	-0.0096995404	0.1354119503	-0.088145506	-0.1498093807	0.2989369271	-0.0191013174	0.1982804861	-0.0681427346	0.0305186587	-0.20003189710000002	0.0582295171	-0.0998369332	0.10735959699999999	-0.1389532975	-0.0510006555	0.0767448611	0.014940046200000001	-0.215882543	0.148515104	-0.1313857325	0.0418090982	-0.1557888595	0.1078496216	-0.0185094557	0.1404871209	-0.1127213906	0.1270848659	-0.2191798474	0.029568771400000006	-0.0779355777	0.0919473275	-0.0772691237	0.047259784400000004	-0.02793432	0.0413313353	0.0701445737	-0.0844840733	0.0240825254	-0.092807091	0.1586872641	-0.0836317435	0.055238828899999995	-0.0611351467	0.0693502208	-0.0281185329	0.0838867836	0.0305015277	-0.0935867566	0.042282431399999994	-0.0389254829	0.09578531539999999	-0.11786632150000001	0.1337696616	0.0962225004	0.0962148673	0.0962021459	0.0961843369	0.163732	n/a	n/a	0.026808167824	-0.707266	n/a	n/a	0.5002251947559999	-0.271897	n/a	n/a	0.073927978609	-0.0337473	n/a	0.00113888025729	n/a	-0.00331045	n/a	n/a	1.09590792025e-05	0.00307072	n/a	n/a	9.4293213184e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.6171334842426	-8.884053583845796	510677.64746923576	78.92640808064338	630.9273328612381	0.08964338174507702	0.008035935890693608	398069.29935139563	582.0114651834448	-4.7615924269719025	338737.34560498013	22.67276244059617	1.498772	42.981686	0.4937486	-0.1571355385	0.0976709582	0.1584784594	0.1960940062	-0.0952263626	-0.026447839100000002	0.1615245437	-0.1135390528	0.0996040399	0.1786803689	-0.1428359641	0.0518649199	-0.1523096478	0.049616644	-0.031037214700000006	0.045084668099999996	-0.0470325385	-0.0118951426	-0.1115058158	-0.1053357981	0.0447850776	0.0512876873	0.1979777472	-0.1044979909	-0.0625776552	0.0605676563	0.012671466999999999	0.1699034321	0.0086125122	0.012092774799999999	0.012836715	-0.09607723619999999	-0.0744491216	-0.1692607531	0.09159404089999999	-0.0488834575	0.09265594939999999	-0.1562265045	0.12984468	-0.030911661099999998	0.1175009509	-0.1075902084	0.1617191148	-0.2006807097	0.0042819596	-0.0030649995000000003	0.1776057802	-0.09319439119999999	0.057998537300000014	-0.06396705679999999	0.027333394100000002	0.0207351609	-0.1187043871	-0.129631211	0.0069635492	0.07878648419999999	-0.0467099816	-0.0299545271	0.0217690767	-0.006525253000000001	0.19707320809999998	-0.0462996085	-0.1253133829	-0.0510762608	-0.0345370994	0.0265373542	0.0489841769	0.025738270299999998	-0.08540693460000001	0.0962021459	0.0961334599	0.09601901970000001	0.0958588795	0.07609689999999998	-0.08763510000000001	0.007679910752010002	0.005790738189609997	-0.796085	-0.08881900000000009	0.007888814761000016	0.6337513272249999	-0.182358	0.08953900000000001	0.008017232521000001	0.033254440164000004	-0.032674	0.0010732999999999993	0.0010675902760000002	1.1519728899999984e-06	-0.00152128	0.00178917	3.2011292889e-06	2.3142928384000004e-06	0.00137808	-0.0016926399999999998	2.8650301695999993e-06	1.8991044864e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.8398501240675	6.222716639824967	519610.0895268882	38.72220237955453	625.2813796881303	-5.645953173107841	31.876787232926503	390976.8037846918	573.8301217286646	-8.181343454780176	329281.00860313396	66.93438072507443	3.792364	108.757133	1.3945266500000002	0.0576118493	0.11687629460000001	0.017002216100000002	0.2702234141	0.0972964864	0.0791077354	-0.1070349509	-0.0902938471	0.06337921519999999	-0.46288674280000003	-0.4792741559000001	0.39087420659999994	0.19090000780000002	0.0876428203	0.1930201062	-0.1226717856	0.2192261648	0.2618083614	0.1364680244	-0.0449492855	-0.1206245489	0.0542669583	0.0675830714	0.0451055945	-0.0443248963	0.0395476195	-0.0057942113	0.0469969416	0.028325623900000006	0.044411355	-0.0020906570999999997	0.0379898085	0.0607964835	0.19373421789999998	0.1397984283	0.18089343019999998	-0.043490729900000004	-0.18746212210000002	0.1029137905	0.0738523809	-0.11951732400000001	-0.059117854299999995	0.040899017999999995	0.0479228805	-0.6978152683	-0.4251762046	-0.1350350534	0.1433797043	-0.2229079534	0.1226595244	0.0157692446	0.2273012839	-0.0088159863	-0.0248353211	0.0232031721	-0.053391711900000006	-0.0652623904	0.007751732099999999	0.0333108795	-0.0333982007	0.0699632478	-0.0402728196	0.0095488142	0.0040540771	0.013844521499999998	-0.029060139199999998	-0.0149786953	-0.032155595099999996	0.0251971979	0.0961614411	0.0959707141	0.0956531157	0.09520906609999999	0.0550742	-0.021022699999999984	0.0004419539152899993	0.00303316750564	-0.508171	0.287914	0.08289447139600001	0.2582377652410001	-0.398454	-0.216096	0.046697481216	0.15876559011599994	-0.0202732	0.0124008	0.0004110026382400001	0.00015377984063999999	-0.00435571	-0.00283443	8.033993424899999e-06	1.89722096041e-05	-0.0007765689999999997	-0.002154649	4.6425123132009985e-06	6.030594117609996e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.4424607972478	-5.3973893268197335	511857.9147116215	29.13181154526759	631.2064639396006	5.9250842514702535	35.106623387020804	398421.60011913424	588.3047324058782	14.474610677213605	346102.458171152	209.5143542569061	3.3887120000000004	97.181252	2.2227613500000003	0.111930796	-0.0079072469	0.008983714200000001	0.0388214562	-0.0878845732	-0.0226475911	-0.073758777	0.0459907141	-0.1121768126	0.034254207200000004	-0.0106024248	0.0498104049	-0.08908860619999999	0.0696787841	0.0645875309	-0.0378578821	-0.12186802699999999	-0.1505221646	0.06340312740000001	0.1560907681	-0.0771679426	0.0956277201	0.0042521987	-0.0087659088	-0.0077907816	0.0871097888	-0.1601691247	0.0452116514	0.0038649675	0.1037960433	-0.0364223419	0.1323378701	0.0037165809999999996	0.060132838499999994	-0.09058815519999999	-0.0095064308	-0.037872658	-0.0234710724	0.1069938391	-0.033035125299999996	-0.0494828646	0.026670359100000002	-0.1164183375	-0.0242877317	0.0041732322	-0.0210787026	0.0817242749	-0.047758147300000005	-0.043262677400000005	-0.1566296924	-0.0681622779	-0.0622685387	0.1284401122	-0.0273434289	0.040344260699999995	-0.0680945667	-0.040617147	-0.0186072198	-0.07050064	-0.1137940432	0.0866797608	-0.10208572640000001	0.168344176	0.0430410034	0.0746047645	-0.2328226886	-0.0470211986	0.12200027029999999	-0.13762999380000002	0.0961003948	0.0957267674	0.0951051307	0.09423709529999999	0.055283000000000006	0.00020880000000000895	4.359744000000375e-08	0.003056210089000001	-0.257337	0.2508340000000001	0.06291769555600002	0.066222331569	-0.530492	-0.13203800000000002	0.017434033443999998	0.28142176206399994	0.0158128	0.036086	0.00025004464384	0.001302199396	-0.00410241	0.0002532999999999997	6.416088999999985e-08	1.68297678081e-05	-0.00123088	-0.0004543110000000002	2.063984847210002e-07	1.5150655743999996e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.4540707335725	1.0116099363247029	513306.4354707069	1.02335466327087	630.8472077497914	-0.3592561898091162	0.12906500991616374	397968.1995257085	585.158793331934	-3.1459390739441915	342410.81341368513	9.896932656968836	0.949432	27.227747	0.25850855000000017	0.0835455257	-0.0115779544	-0.0200819073	0.027513506	-0.0029361803999999997	-0.0250013438	-0.07091703190000001	0.025823627999999998	-0.0751445293	0.04100887	0.036194399599999996	0.0710670125	-0.0318715389	0.0215428446	-0.09420836810000001	-0.010772402700000001	-0.0816025208	0.0259671983	0.0192440237	0.0590638499	-0.0349005447	0.1398918517	-0.0161950415	-0.08701942900000001	0.0384981889	0.0268745709	0.061251175199999994	0.0439430543	-0.0919866151	0.0734033426	0.0251383383	-0.0290092548	0.0318728641	0.0733003812	-0.03153491	0.008639686700000001	-0.0407518623	-0.0162364791	0.0763284598	-0.028645055	-0.053050684	0.0196117071	-0.0972155612	-0.017504403300000002	0.044260554	-0.052164646399999993	0.0453960089	-0.08759898070000001	0.0385079262	0.029393859100000006	0.0956089375	0.022604403	0.038258769	0.0065039412	-0.0706636759	-0.1195365316	-0.0700810056	-0.0088677136	-0.0511704385	0.0076635412	0.1271314041	0.07340134129999999	0.0042571601	-0.0190434272	-0.0084644911	0.12088426279999999	-0.0718991533	0.0387776398	-0.09174550220000001	0.09601901970000001	0.0954018263	0.0943761076	0.09294625599999999	0.0868092	0.0315262	0.0009939012864400001	0.00753583720464	-0.146004	0.111333	0.012395036888999995	0.021317168016	-0.614777	-0.08428500000000005	0.00710396122500001	0.37795075972900005	0.015851499999999998	3.869999999999915e-05	0.0002512700522499999	1.4976899999999345e-09	-0.00385749	0.00024492000000000003	5.998580640000002e-08	1.48802291001e-05	-0.0008872129999999998	0.0003436670000000002	1.181070068890001e-07	7.871469073689996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.4416175078709	-1.01245322570162	511856.7080622786	1.0250615342336151	629.7832874834622	-1.063920266329205	1.1319263331060072	396626.98919347726	584.3288856927231	-0.8299076392108873	341440.2466548995	0.6887466896205883	0.7662640000000001	21.974861	0.27549395000000004	0.0584089837	-0.0552746684	-0.0131378548	0.0071004189	-0.0677024048	-0.021690067900000002	-0.0613293587	0.0117408968	-0.0326124794	0.044614295199999994	0.031897054700000003	-0.0023387022	-0.021811317799999997	0.0097651088	-0.03736105	-0.0564465972	-0.0443722279	-0.029775168799999998	-0.013271945600000001	0.0812310286	0.07978599389999999	0.0701826104	-0.011397873300000002	-0.022017102400000002	0.005608710500000001	0.015210527	0.0452233701	0.0701522613	0.0475661286	-0.024417120499999997	0.1680757857	-0.0293137462	0.025015235099999998	0.025971811600000002	-0.0262306501	-0.035417369	-0.0177291815	0.0026079681	0.06174851150000001	-0.020103449199999998	-0.0604330301	0.0204440716	-0.0453207642	-0.0219918484	0.047919133600000004	0.0033297589000000002	0.0233663027	-0.0586408896	-0.0041593658	0.0069196773	0.050659536	-0.0805772815	0.058861631500000004	-0.0045252658	-0.1159918556	0.011441698899999998	-0.0050123487	-0.1115826057	0.0121222621	0.1102395435	-0.0745152543	-0.032874635299999996	0.043928035	-0.0337027776	-0.1066013551	-0.026271737000000003	-0.0688476768	-0.1061951677	0.1015901765	0.0959173331	0.09499616570000001	0.0934674342	0.091340916	0.0890658	0.002256599999999997	5.092243559999989e-06	0.00793271672964	-0.237599	-0.09159499999999997	0.008389644024999997	0.05645328480099999	-0.604952	0.009824999999999973	9.653062499999948e-05	0.3659669223040001	0.013194999999999998	-0.0026564999999999987	0.00017410802499999995	7.056992249999997e-06	-0.00391838	-6.089000000000008e-05	3.7075921000000098e-09	1.53537018244e-05	-0.00016825599999999998	0.0007189569999999997	5.168991678489997e-07	2.8310081535999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.9572065905188	3.5155890826479212	516899.4649084419	12.35936659803325	631.4149296628581	1.6316421793958398	2.662256201583606	398684.81340115203	585.7840713684375	1.4551856757143469	343142.97826898267	2.1175653508042203	0.767996	22.024538	0.30193430000000016	0.0577927379	-0.0404506118	0.033670837200000005	0.0383695687	-0.0900406524	-0.0397545328	-0.0368105448	0.0180600237	-0.061106065700000003	0.0098664329	-0.0015425787	-0.0033563957	-0.0529125693	0.0559678096	0.0145527406	-0.054436413899999994	-0.021675048199999998	-0.0465880419	-0.042215330700000005	0.0156787052	0.0174277888	0.0373289804	-0.10122557189999999	-0.09167476210000004	-0.0778441146	-0.0716896921	-0.0350471821	0.09216480380000001	-0.0592770345	0.0271823852	-0.0001634071	0.0304285985	0.0279788852	-0.0124505801	-0.0665235195	-0.0714898581	-0.0019871285999999997	-0.0176706316	0.0784390343	-0.042381771500000005	-0.027934674700000002	0.010960311100000002	-0.0644334966	0.0162955281	-0.0052685687	0.0031738356	0.0707529257	-0.0435705282	-0.042247896900000005	-0.037262094700000005	-0.0186277038	-0.0165576469	-0.0122369928	0.042912264500000005	-0.057073827699999996	-0.0075334669	0.0183121189	-0.11017449730000001	-0.08612892650000001	0.08552865189999999	0.1258051819	0.0411518087	0.0467716446	-0.0461058604	0.0648576472	0.010131665500000001	0.0362999677	0.050761562	-0.0211273873	0.0957953565	0.0945101289	0.09238084029999999	0.0894265072	0.0367683	-0.052297500000000004	0.0027350285062500003	0.0013519078848900005	-0.188933	0.04866599999999999	0.0023683795559999985	0.035695678488999995	-0.5973390000000001	0.007612999999999981	5.795776899999969e-05	0.3568138809210001	0.0101979	-0.0029970999999999986	0.00010399716441	8.982608409999994e-06	-0.00359671	0.00032167000000000003	1.0347158890000002e-07	1.29363228241e-05	-0.000716642	-0.000548386	3.00727204996e-07	5.135757561640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.3637289419661	1.406522351447279	518923.9019751744	1.9783051251207835	631.1639437976936	-0.2509858651644663	0.06299390451235566	398367.9239502581	585.2965916282533	-0.4874797401841988	342572.1001716503	0.23763649709005397	0.756648	21.6991	0.1831526	0.0325155602	-0.0386635309	-0.0368942101	0.0266098873	-0.0472536229	-0.034108034	-0.0393787859	-0.0018076551999999999	-0.049202726399999994	-0.007560607	0.0668432097	0.0461324465	-0.0227059061	0.027936814900000002	-0.0789824492	-0.0028935783	-0.035666167400000004	-0.008317496	0.0591176511	-0.023194178500000003	-0.0350050382	0.08391875970000001	-0.0406730722	-0.0769935915	0.016225413799999998	-0.0632772325	-0.10147059679999999	0.0283224609	-0.030113112799999998	-0.0046427303	-0.0429736872	0.026410453700000003	0.047406253499999995	0.035781376600000005	-0.0050590295	-0.0160094475	-0.089417756	0.0114219086	0.035256519	-0.0397067754	-0.032474389	-0.0025241004999999998	-0.044709992999999996	0.0506281671	0.0453836802	-0.0446180999	0.030921488100000002	-0.0320655943	0.022092851	0.0276333768	0.0544022706	-0.019392144099999998	-0.0067337523	0.0988516596	0.0017028582	0.005687319200000001	-0.053528553	-0.013877565900000001	-0.054101734299999996	0.1576683727	0.0383445844	-0.006514915600000001	0.0549512116	0.0075556377	0.075617952	0.008324703900000001	0.055963959199999996	0.0339930369	0.0793409566	0.0956531157	0.09394412710000001	0.0911183942	0.0872095075	0.0203816	-0.01638670000000001	0.00026852393689000026	0.0004154096185599999	-0.2436	-0.05466700000000002	0.0029884808890000025	0.05934096000000001	-0.616776	-0.019436999999999927	0.0003777969689999972	0.380412634176	0.0100455	-0.00015239999999999872	0.00010091207025000003	2.3225759999999608e-08	-0.00279484	0.0008018700000000001	6.429954969000001e-07	7.8111306256e-06	-0.00161561	-0.000898968	8.08143465024e-07	2.6101956721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.2188518270441	-0.1448771149219965	518715.19452706573	0.02098937842812138	631.0244075154907	-0.13953628220292558	0.019470374051014486	398191.8028802761	584.9523856612609	-0.3442059669923765	342169.2934908005	0.11847774771315694	0.8679409999999999	24.890751	0.3261174000000001	0.0402081953	-0.04863726769999999	0.0517766764	-0.0814071345	0.1121424819	-0.0381000243	-0.032583994	0.0172487884	-0.06973331370000001	-0.006786153299999999	0.06574536519999999	-0.0109417031	0.0282066609	0.0094738974	-0.0561680404	0.013958038300000001	0.1016193618	0.0730104349	-0.0843356191	0.0894347494	0.0984881874	-0.06709663099999999	-0.0248797806	-0.0391889499	0.0388317171	-0.013916576699999999	-0.0771431593	0.0327704439	-0.05802279530000001	0.0236635978	0.0448797975	0.0081373129	0.0604916604	0.0198050923	-0.0622063813	-0.033665227799999996	-0.0316940908	-0.0209967863	-0.10822376560000001	-0.0363100406	-0.0241396194	0.0077181657999999985	-0.08856222130000001	0.0410439875	0.0560534684	-0.0147433977	-0.0211950481	-0.022414269	0.0084179357	0.08551421099999999	-0.0445456103	0.0487587866	0.021890490099999996	-0.0548718488	-0.1272914307	0.116722801	0.07843462679999999	0.0086214351	-0.0449812044	0.0518066906	0.0546785258	0.0317187575	0.0136529419	0.020298995400000002	-0.0320349183	0.0225836702	0.030060806699999998	-0.052015988099999994	0.0534278471	0.09549064089999999	0.0932986392	0.089682499	0.0846974184	0.0202077	-0.00017389999999999767	3.0241209999999186e-08	0.00040835113929	-0.248822	-0.0052219999999999775	2.726928399999976e-05	0.061912387684	-0.494563	0.12221299999999995	0.014936017368999991	0.24459256096900006	0.00635804	-0.003687460000000001	4.04246726416e-05	1.3597361251600008e-05	-0.00297436	-0.00017952000000000031	3.22274304000001e-08	8.846817409600001e-06	-0.00151242	0.00010318999999999997	1.0648176099999994e-08	2.2874142564e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.1229678671942	-3.095883959849857	514265.3510426529	9.58449749285563	630.6953055180616	-0.3291019974291203	0.10830812471183668	397776.568402521	583.6566623250883	-1.295723336172614	340655.0994764621	1.6788989639022889	0.821941	23.571554000000006	0.3131261	-0.0037974633	-0.032243646200000003	-0.020560203	-0.1108709661	0.09112918029999999	-0.0302984683	-0.0148766765	-0.0049983015999999995	-0.045033125599999994	-0.05415069559999999	0.0611545971	-0.0353752704	-0.057724823499999994	-0.0051398647999999995	0.0201440784	-0.0017397657000000001	0.1111552307	0.0292540687	-0.13811717880000002	0.036474572000000004	-0.0346888512	-0.0054757006	-0.0299558011	-0.0103819279	0.0762250175	-0.043012616	-0.0520687277	0.014238665800000001	-0.1118545873	0.0772298496	0.040944413900000004	0.0617302592	0.0388539565	-0.0270219627	-0.0378834146	-0.0010596177000000001	0.0511748428	0.07372410230000001	-0.1194126491	-0.028087062799999996	-0.009014187	-0.0173238458	-0.0494141018	0.0890514833	0.019717762399999998	0.0248009379	0.0429455933	0.0203995855	-0.0367553387	0.0313283796	-0.029199073500000002	0.0190199903	-0.0857690497	-0.1017175688	-0.0189561226	-0.054235512300000004	0.1569356632	0.0236690119	-0.0266836225	-0.044126520999999995	0.0356714589	0.065256696	0.0732532601	-0.0128784248	-0.0975766707	-0.0174367555	0.0212384002	0.0681660646	-0.1067368676	0.0953079663	0.09257421130000001	0.0880758881	0.08189874	-0.0193589	-0.0395666	0.00156551583556	0.00037476700921000014	-0.346746	-0.097924	0.009589109776000002	0.120232788516	-0.5458569999999999	-0.051293999999999895	0.002631074435999989	0.2979598644489999	0.00495119	-0.0014068499999999994	2.4514282416100006e-05	1.9792269224999985e-06	-0.00251812	0.0004562400000000001	2.081549376000001e-07	6.3409283344e-06	-0.00213616	-0.0006237399999999997	3.8905158759999975e-07	4.563179545599999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
