trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
2.11785e-06	-0.00872466	0.0379551	0.000319	-3.6632899999999995e-24	-6.75757e-05
5.63059e-05	-0.0238933	0.0439523	0.000589162	-0.000420778	-0.00014481299999999998
0.0124875	0.0424971	0.045143699999999995	-0.000144788	-0.000395441	-0.000254635
0.0092073	-0.06907410000000001	0.07396479999999997	3.47472e-05	-4.9243e-05	-0.000254635
0.0101311	-0.00181107	0.05748730000000001	0.000211709	3.20844e-05	-0.000504635
0.0156588	0.00749077	0.08069429999999997	0.000116264	3.20844e-05	-0.000254635
7.00469e-05	-0.0611335	0.104369	0.0007343389999999998	-0.000389978	-0.000254635
2.9285300000000002e-05	0.0427856	0.0692135	0.00016987599999999998	3.20844e-05	-0.000254635
4.79592e-05	-0.0455836	0.0939557	0.000318908	-0.000161561	-0.000254635
0.00950075	0.0621784	0.123378	0.000318908	3.20844e-05	-0.0005596409999999999
0.010412600000000001	-0.05170509999999999	0.14108800000000002	-0.000148413	3.20844e-05	-0.0007598089999999999
0.0154298	0.0177402	0.123397	-0.000704129	-2.20572e-05	-0.000418285
0.00010650600000000004	0.047956099999999995	0.0622378	-0.000597522	3.20844e-05	-0.00036592199999999997
0.0191316	0.00019014	0.08706610000000001	3.0880900000000004e-05	0.000257156	-0.0007598089999999999
0.015132900000000001	-0.0298497	0.111766	8.942449999999997e-05	0.000150119	-0.00045226
0.033702300000000004	0.07353229999999998	0.13586100000000004	-0.000154859	-0.00020705400000000005	-0.00030190400000000003
0.0250229	-0.023856099999999998	0.24209499999999998	-0.00125798	0.00016816700000000002	5.36261e-05
0.00172291	-0.045582599999999994	-0.0764485	-4.5088999999999995e-05	0.00036177199999999995	1.1647899999999999e-05
0.016956599999999995	0.081204	-0.00032171900000000004	-0.00022006	0.000342065	0.00032768
0.00438551	-0.0442219	0.00971479	-0.00028908	-0.00015689	0.00032768
0.00440915	0.00669098	-0.00012164200000000001	-2.7918699999999997e-05	-0.000122161	-0.000456895
0.00860806	0.0296327	-9.71257e-05	-0.0007897619999999997	3.42301e-05	-0.000190492
0.00433234	-0.0161624	-0.010016700000000002	0.000677291	0.000310341	0.000295712
0.00437843	0.044131199999999995	0.048068099999999996	-0.000421618	0.00023560400000000002	-0.000190492
0.00439495	-0.026230700000000003	0.0681094	-0.00192065	-0.000247398	-0.000190492
-0.018680099999999998	-0.06385840000000001	-0.000206386	0.00234622	0.00024575	-0.000190492
0.0193861	0.0900818	0.09194169999999999	-2.0438e-05	-0.000247398	0.000917442
-0.0163454	0.00603088	0.0734317	-0.000191909	-1.65797e-05	0.000578435
0.00455624	-0.030091500000000007	0.07925999999999997	0.000408135	0.000193755	0.000578435
0.00456787	0.00615381	0.102925	-0.00027115099999999997	4.6698999999999995e-05	0.000578435
0.00455624	0.0487408	0.09552189999999999	-0.000384574	0.000193755	0.000578435
0.00457907	-0.0439099	0.07782410000000001	-0.000490139	0.000193755	0.00020906
0.00784081	0.04963	0.0772669	-0.00130306	0.000193755	0.000578435
0.00455624	-0.06979910000000003	0.0960093	-6.631019999999999e-07	0.000193755	0.000578435
-0.000526899	0.053520500000000006	0.09251400000000004	-0.00105064	0.000193755	0.000174265
0.0125931	-0.00682024	0.12658699999999998	-0.0008278629999999998	0.000394136	0.000584276
