-6,2
-5.9,2
-5.8,3
-5.7,3
-5.6,4
-5.5,5
-5.4,6
-5.3,7
-5.2,7
-5.1,7
-5,8
-4.9,9
-4.8,13
-4.7,13
-4.6,10
-4.5,9
-4.4,7
-4.3,7
-4.2,7
-4.1,8
-4,8
-3.9,9
-3.8,9
-3.7,8
-3.6,5
-3.5,4
-3.4,4
-3.3,0
-3.2,6
-3.1,7
-3,0
-2.9,-3
-2.8,-5
-2.7,-8
-2.6,-9
-2.5,-12
-2.4,-14
-2.3,-27
-2.2,-25
-2.1,-26
-2,-27
-1.9,-18
-1.8,-17
-1.7,-21
-1.6,-27
-1.5,-35
-1.4,-34
-1.3,-35
-1.2,-33
-1.1,-51
-1,-42
-0.9,-51
-0.8,-47
-0.7,-38
-0.6,-46
-0.5,-60
-0.4,-58
-0.3,-67
-0.2,-75
-0.1,-111
0,-119
0.1,-152
0.2,-136
0.3,-153
0.4,-149
0.5,-151
0.6,-143
0.7,-136
0.8,-97
0.9,-75
1,-62
1.1,-39
1.2,-17
1.3,0
1.4,1
1.5,23
1.6,38
1.7,46
1.8,72
1.9,80
2,100
2.1,90
2.2,116
2.3,129
2.4,110
2.5,124
2.6,113
2.7,114
2.8,97
2.9,93
3,89
3.1,87
3.2,76
3.3,81
3.4,75
3.5,64
3.6,61
3.7,70
3.8,61
3.9,59
4,63
4.1,67
4.2,60
4.3,54
4.4,50
4.5,41
4.6,31
4.7,30
4.8,28
4.9,24
5,25
5.1,27
5.2,19
5.3,15
5.4,15
5.5,17
5.6,12
5.7,9
5.8,9
5.9,8
6,5
