-6,1
-5.9,1
-5.8,1
-5.7,1
-5.6,1
-5.5,1
-5.4,1
-5.3,1
-5.2,1
-5.1,1
-5,1
-4.9,1
-4.8,1
-4.7,1
-4.6,1
-4.5,1
-4.4,1
-4.3,3
-4.2,3
-4.1,3
-4,2
-3.9,2
-3.8,3
-3.7,2
-3.6,2
-3.5,1
-3.4,-1
-3.3,0
-3.2,-1
-3.1,2
-3,0
-2.9,7
-2.8,5
-2.7,3
-2.6,7
-2.5,8
-2.4,7
-2.3,3
-2.2,7
-2.1,11
-2,13
-1.9,22
-1.8,17
-1.7,24
-1.6,24
-1.5,22
-1.4,25
-1.3,23
-1.2,23
-1.1,27
-1,36
-0.9,38
-0.8,30
-0.7,13
-0.6,-4
-0.5,-8
-0.4,-12
-0.3,-22
-0.2,-12
-0.1,-31
0,-38
0.1,-52
0.2,-72
0.3,-74
0.4,-86
0.5,-98
0.6,-88
0.7,-87
0.8,-82
0.9,-78
1,-69
1.1,-51
1.2,-58
1.3,-44
1.4,-30
1.5,-12
1.6,-6
1.7,-3
1.8,6
1.9,15
2,15
2.1,34
2.2,45
2.3,37
2.4,46
2.5,48
2.6,51
2.7,49
2.8,43
2.9,46
3,34
3.1,33
3.2,42
3.3,47
3.4,44
3.5,43
3.6,47
3.7,47
3.8,44
3.9,39
4,48
4.1,37
4.2,37
4.3,34
4.4,30
4.5,25
4.6,29
4.7,27
4.8,28
4.9,27
5,31
5.1,25
5.2,25
5.3,25
5.4,24
5.5,25
5.6,24
5.7,29
5.8,25
5.9,24
6,21
