-6,1
-5.9,1
-5.8,1
-5.7,1
-5.6,1
-5.5,1
-5.4,1
-5.3,1
-5.2,1
-5.1,1
-5,1
-4.9,1
-4.8,1
-4.7,1
-4.6,1
-4.5,1
-4.4,1
-4.3,1
-4.2,1
-4.1,1
-4,1
-3.9,1
-3.8,1
-3.7,1
-3.6,1
-3.5,1
-3.4,1
-3.3,1
-3.2,1
-3.1,2
-3,2
-2.9,3
-2.8,2
-2.7,2
-2.6,2
-2.5,4
-2.4,1
-2.3,1
-2.2,4
-2.1,5
-2,5
-1.9,8
-1.8,7
-1.7,13
-1.6,12
-1.5,9
-1.4,6
-1.3,5
-1.2,6
-1.1,6
-1,6
-0.9,7
-0.8,7
-0.7,6
-0.6,3
-0.5,9
-0.4,6
-0.3,3
-0.2,13
-0.1,16
0,20
0.1,17
0.2,15
0.3,24
0.4,20
0.5,22
0.6,22
0.7,28
0.8,27
0.9,26
1,32
1.1,36
1.2,27
1.3,34
1.4,41
1.5,36
1.6,53
1.7,51
1.8,57
1.9,54
2,51
2.1,61
2.2,62
2.3,58
2.4,62
2.5,59
2.6,64
2.7,58
2.8,57
2.9,55
3,45
3.1,43
3.2,51
3.3,51
3.4,49
3.5,49
3.6,50
3.7,53
3.8,47
3.9,44
4,48
4.1,39
4.2,38
4.3,36
4.4,33
4.5,30
4.6,32
4.7,29
4.8,30
4.9,29
5,32
5.1,26
5.2,27
5.3,28
5.4,26
5.5,28
5.6,27
5.7,29
5.8,25
5.9,24
6,21
