-6,1
-5.9,1
-5.8,1
-5.7,1
-5.6,1
-5.5,1
-5.4,1
-5.3,1
-5.2,1
-5.1,1
-5,1
-4.9,1
-4.8,1
-4.7,1
-4.6,1
-4.5,2
-4.4,2
-4.3,1
-4.2,1
-4.1,1
-4,1
-3.9,2
-3.8,2
-3.7,3
-3.6,3
-3.5,2
-3.4,3
-3.3,4
-3.2,3
-3.1,3
-3,4
-2.9,5
-2.8,6
-2.7,4
-2.6,5
-2.5,4
-2.4,6
-2.3,8
-2.2,8
-2.1,11
-2,10
-1.9,13
-1.8,15
-1.7,10
-1.6,11
-1.5,12
-1.4,5
-1.3,6
-1.2,10
-1.1,15
-1,12
-0.9,14
-0.8,13
-0.7,14
-0.6,19
-0.5,20
-0.4,22
-0.3,33
-0.2,41
-0.1,43
0,48
0.1,44
0.2,53
0.3,48
0.4,60
0.5,73
0.6,82
0.7,78
0.8,73
0.9,88
1,93
1.1,101
1.2,105
1.3,95
1.4,83
1.5,90
1.6,103
1.7,110
1.8,118
1.9,114
2,104
2.1,107
2.2,84
2.3,95
2.4,91
2.5,80
2.6,89
2.7,86
2.8,80
2.9,73
3,70
3.1,74
3.2,76
3.3,74
3.4,58
3.5,59
3.6,68
3.7,66
3.8,68
3.9,63
4,61
4.1,53
4.2,52
4.3,50
4.4,54
4.5,44
4.6,42
4.7,46
4.8,49
4.9,47
5,46
5.1,44
5.2,46
5.3,35
5.4,36
5.5,32
5.6,32
5.7,32
5.8,28
5.9,30
6,31
