-6,1
-5.9,1
-5.8,1
-5.7,1
-5.6,1
-5.5,1
-5.4,1
-5.3,1
-5.2,1
-5.1,1
-5,1
-4.9,1
-4.8,1
-4.7,1
-4.6,1
-4.5,2
-4.4,2
-4.3,2
-4.2,2
-4.1,2
-4,2
-3.9,2
-3.8,2
-3.7,2
-3.6,2
-3.5,3
-3.4,3
-3.3,3
-3.2,3
-3.1,4
-3,6
-2.9,7
-2.8,9
-2.7,11
-2.6,6
-2.5,8
-2.4,10
-2.3,11
-2.2,12
-2.1,13
-2,11
-1.9,14
-1.8,14
-1.7,13
-1.6,26
-1.5,33
-1.4,37
-1.3,23
-1.2,40
-1.1,46
-1,63
-0.9,79
-0.8,101
-0.7,118
-0.6,112
-0.5,129
-0.4,133
-0.3,167
-0.2,176
-0.1,210
0,217
0.1,216
0.2,241
0.3,270
0.4,304
0.5,332
0.6,371
0.7,394
0.8,429
0.9,454
1,485
1.1,509
1.2,510
1.3,531
1.4,518
1.5,501
1.6,483
1.7,496
1.8,483
1.9,460
2,427
2.1,416
2.2,381
2.3,357
2.4,314
2.5,281
2.6,258
2.7,242
2.8,219
2.9,196
3,168
3.1,151
3.2,126
3.3,104
3.4,88
3.5,73
3.6,62
3.7,53
3.8,50
3.9,40
4,39
4.1,36
4.2,32
4.3,28
4.4,26
4.5,19
4.6,15
4.7,12
4.8,10
4.9,9
5,9
5.1,10
5.2,7
5.3,4
5.4,4
5.5,5
5.6,5
5.7,2
5.8,2
5.9,2
6,2
