-3.94	0.772	-2.000
-1.956	0.772	-1.000
1.089	0.772	0.000
4.177	0.772	1.000
7.903	0.772	2.000
16.222	0.772	-3.000
18.899	0.772	-2.000
20.889	0.772	-1.000
23.916	0.772	0.000
27.532	0.772	1.000
30.411	0.772	2.000
32.429	0.772	3.000
44.511	0.772	-1.500
47.682	0.772	-0.500
50.45	0.772	0.500
52.366	0.772	1.500
59.85	0.772	-1.000
62.107	0.772	0.000
64.435	0.772	1.000
72.765	0.772	0.000
88.334	0.772	-3.000
90.765	0.772	-2.000
93.809	0.772	-1.000
96.62	0.772	0.000
98.679	0.772	1.000
102.336	0.772	2.000
104.991	0.772	3.000
157.538	0.772	-3.000
160.187	0.772	-2.000
163.496	0.772	-1.000
166.698	0.772	0.000
170.385	0.772	1.000
172.2	0.772	2.000
176.261	0.772	3.000
191.907	0.772	-1.500
194.952	0.772	-0.500
196.917	0.772	0.500
200.167	0.772	1.500
243.466	0.772	-1.000
246.516	0.772	0.000
248.39	0.772	1.000
266.383	0.772	0.000
294.769	0.772	-4.500
298.078	0.772	-3.500
300.687	0.772	-2.500
303.809	0.772	-1.500
306.136	0.772	-0.500
309.283	0.772	0.500
313.697	0.772	1.500
316.45	0.772	2.500
320.482	0.772	3.500
324.078	0.772	4.500
333.923	0.772	-6.500
336.725	0.772	-5.500
339.82	0.772	-4.500
342.491	0.772	-3.500
344.504	0.772	-2.500
347.583	0.772	-1.500
349.266	0.772	-0.500
351.92	0.772	0.500
354.571	0.772	1.500
358.178	0.772	2.500
360.198	0.772	3.500
362.408	0.772	4.500
365.909	0.772	5.500
369.706	0.772	6.500
382.732	0.772	-2.000
384.707	0.772	-1.000
387.93	0.772	0.000
390.022	0.772	1.000
392.2	0.772	2.000
407.324	0.772	-0.500
409.698	0.772	0.500
419.876	0.772	-2.000
421.975	0.772	-1.000
424.681	0.772	0.000
428.669	0.772	1.000
431.79	0.772	2.000
439.103	0.772	-3.500
441.854	0.772	-2.500
444.262	0.772	-1.500
446.999	0.772	-0.500
453.232	0.772	0.500
456.109	0.772	1.500
459.062	0.772	2.500
462.563	0.772	3.500
475.588	0.772	-0.500
477.791	0.772	0.500
525.109	0.772	-1.000
529.131	0.772	0.000
532.2	0.772	1.000
557.254	0.772	-1.500
559.33	0.772	-0.500
561.561	0.772	0.500
564.582	0.772	1.500
