12.836	0.772	-2.000
15.649	0.772	-1.000
18.651	0.772	0.000
22.356	0.772	1.000
25.142	0.772	2.000
110.033	0.772	-2.500
112.349	0.772	-1.500
114.784	0.772	-0.500
117.214	0.772	0.500
120.109	0.772	1.500
122.047	0.772	2.500
137.423	0.772	-3.500
140.547	0.772	-2.500
143.578	0.772	-1.500
145.732	0.772	-0.500
149.588	0.772	0.500
151.941	0.772	1.500
154.281	0.772	2.500
158.742	0.772	3.500
169.873	0.772	-2.500
173.183	0.772	-1.500
176.756	0.772	-0.500
179.198	0.772	0.500
182.321	0.772	1.500
185.375	0.772	2.500
349.003	0.772	-3.000
352.11	0.772	-2.000
355.45	0.772	-1.000
357.447	0.772	0.000
358.973	0.772	1.000
360.981	0.772	2.000
362.655	0.772	3.000
369.979	0.772	-2.500
373.344	0.772	-1.500
375.512	0.772	-0.500
377.218	0.772	0.500
378.771	0.772	1.500
380.387	0.772	2.500
404.516	0.772	0.000
433.169	0.772	-4.000
436.182	0.772	-3.000
438.807	0.772	-2.000
440.352	0.772	-1.000
442.94	0.772	0.000
445.938	0.772	1.000
448.203	0.772	2.000
449.98	0.772	3.000
453.202	0.772	4.000
479.15	0.772	-5.000
481.108	0.772	-4.000
483.442	0.772	-3.000
486.555	0.772	-2.000
488.644	0.772	-1.000
490.484	0.772	0.000
492.115	0.772	1.000
494.377	0.772	2.000
497.148	0.772	3.000
498.68	0.772	4.000
501.717	0.772	5.000
535.195	0.772	0.000
