-3.942	0.772	1.0
-1.198	0.772	1.0
1.814	0.772	1.0
8.936	0.772	1.0
11.863	0.772	1.0
14.745	0.772	1.0
24.309	0.772	1.0
27.418	0.772	1.0
30.437	0.772	1.0
32.351	0.772	1.0
36.241	0.772	1.0
39.801	0.772	1.0
79.051	0.772	1.0
81.206	0.772	1.0
84.369	0.772	1.0
87.812	0.772	1.0
103.761	0.772	1.0
105.669	0.772	1.0
107.533	0.772	1.0
110.77	0.772	1.0
113.361	0.772	1.0
120.528	0.772	1.0
124.322	0.772	1.0
126.768	0.772	1.0
133.57	0.772	1.0
140.965	0.772	1.0
144.709	0.772	1.0
147.602	0.772	1.0
199.541	0.772	1.0
201.414	0.772	1.0
208.354	0.772	1.0
210.925	0.772	1.0
213.702	0.772	1.0
221.224	0.772	1.0
223.374	0.772	1.0
296.267	0.772	1.0
300.26	0.772	1.0
303.018	0.772	1.0
305.828	0.772	1.0
347.236	0.772	1.0
350.393	0.772	1.0
352.624	0.772	1.0
360.091	0.772	1.0
362.517	0.772	1.0
365.064	0.772	1.0
367.829	0.772	1.0
376.074	0.772	1.0
378.899	0.772	1.0
380.884	0.772	1.0
384.059	0.772	1.0
387.662	0.772	1.0
390.053	0.772	1.0
441.685	0.772	1.0
452.647	0.772	1.0
481.273	0.772	1.0
483.708	0.772	1.0
486.106	0.772	1.0
488.161	0.772	1.0
491.264	0.772	1.0
503.137	0.772	1.0
505.156	0.772	1.0
507.152	0.772	1.0
516.366	0.772	1.0
518.219	0.772	1.0
521.658	0.772	1.0
571.489	0.772	1.0
574.509	0.772	1.0
576.354	0.772	1.0
589.032	0.772	1.0
592.322	0.772	1.0
594.736	0.772	1.0
598.175	0.772	1.0
603.028	0.772	1.0
