csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
933.3026634039516	n/a	n/a	871053.8615169097	730.742171228384	n/a	533984.1208115729	n/a	728.6509342228306	n/a	530932.1839438039	n/a	n/a	n/a	n/a	0.010861101100000001	-0.0416556215	-0.0747962662	0.029603027400000002	-0.0006083117	0.026843172999999998	0.0908383058	-0.05140092	0.051080749	-0.1171116136	0.0867833876	-0.0888688208	0.09520783710000001	-0.0916444782	0.0799764465	-0.010814400600000001	0.0449119413	-0.0898261329	0.0902816267	-0.0349814856	-0.0900198764	0.027480628700000002	-0.1086785466	0.0570010846	-0.0751008318	0.11466691470000001	-0.0679063129	0.0407868473	-0.0672458104	0.0307564564	-0.0260010616	0.0092405157	-0.038685383500000003	0.0377910558	-0.0789024396	0.048776583600000006	-0.0484208724	-0.1106884149	0.0773198454	0.0327565706	-0.09176410759999999	-0.15886121849999998	0.0379764313	0.0398597599	-0.10484504089999999	0.0485554688	0.0069540642	0.0330493721	-0.0045503137	-0.079687011	0.08083847059999999	-0.012954618700000002	0.0370731452	-0.0723259255	0.0202051182	-0.0472537113	0.0153569957	-0.0037362577	-0.05690552650000001	0.0541181855	-0.2273264225	0.0693776791	-0.0567415428	0.0661280996	-0.00683885	0.09316690470000001	-0.05303416230000002	0.028943252599999997	-0.052266090999999994	0.018808403300000002	-0.060233150199999995	0.0694258916	-0.0323849501	0.0523903439	-0.0216162085	0.0076232029000000015	-0.10849200390000001	0.0148747325	-0.0321188616	0.0134612416	-0.042848831799999994	0.0092709889	-0.0558050317	-0.022745562599999998	0.0634678595	-0.11069612599999999	0.0686624203	0.1446365751	-0.0414052625	0.0312895278	-0.1332957089	-0.16801710949999998	0.0174419148	0.0163140639	-0.0685417994	0.023498070899999998	0.0205660412	-0.0025227576000000002	-0.0174399053	0.0172890276	0.026474727599999998	0.0177471375	-0.045087181399999995	-0.09233397289999999	0.041480884700000005	0.0016020722	-0.075479248	0.0262819682	0.10569921460000001	0.105687005	0.1056666568	0.1056381715	-0.00253525	n/a	6.427492562500002e-06	n/a	-0.017968500000000002	n/a	0.00032286699225000004	n/a	0.0370426	n/a	0.00137215421476	n/a	0.00134	n/a	n/a	1.7956000000000004e-06	0.000409007	n/a	1.6728672604899998e-07	n/a	-0.000315455	n/a	n/a	9.9511857025e-08	0.0	0.0	0.0	0.0
932.421248025782	-0.8814153781695495	0.7768930688737701	869409.3837699569	729.2422281731758	-1.4999430552081776	531794.2273509782	2.2498291688672416	727.8281982059732	-0.8227360168574478	529733.8861037532	0.6768945534344586	0.950626	26.418362	0.07339507940000001	0.0157743475	0.0019592513	-0.013737542	-0.0102310442	0.0031576882	0.0100425048	0.0667172291	0.0018844661999999999	-0.018913376000000003	-0.1179447169	0.1572741025	-0.0617230404	0.064642085	-0.0324196847	0.0289733657	0.0066265036999999995	0.0409193321	-0.002133375	0.027168287599999997	-0.08550691560000001	-0.1010838865	0.0036285977	-0.10633602119999999	-0.0164253672	-0.0945437689	-0.1000064884	0.0392370848	-0.11537495119999999	0.0496647491	-0.055750201	-0.0311491385	0.0215270625	-0.043962452699999995	0.15840088730000002	0.0174857743	0.0947437827	0.0702243622	0.10632429199999999	-0.045584169199999997	0.07748389509999999	0.0142304728	0.06074031150000001	-0.0056615563	0.014852341399999996	-0.08727104	-0.15527929640000002	-0.0899180884	-0.07348742379999999	0.0164962921	0.024210073500000002	-0.036206212	-0.0091163525	0.014347831	-0.0369362938	-0.0310210915	0.0076605261	0.12975692960000001	0.012668359099999998	-0.0401748019	0.1160156665	-0.106842647	0.0374936927	-0.1158885443	-0.06703103349999999	0.006483566600000001	0.1658253264	-0.0347536439	0.0148192487	-0.0386109216	-0.048858600700000004	-0.0412010235	0.0698952227	-0.0350542258	0.0798863635	-0.02305412	0.0437736163	0.0658120458	-0.0182768463	-0.06590455370000001	0.1544797712	-0.083507791	0.1039815156	0.0068185989	-0.08719917519999999	0.0024120903	-0.0380023135	-0.0325221077	-0.011861915800000001	-0.0498099037	-0.0034732123	0.0992748314	0.0892436541	0.0488230453	0.02464285	-0.0081011409	0.0786492156	0.06835329450000001	0.1641989656	0.024105365299999997	-0.0279117619	0.0077732908	-0.005579233	0.013068291499999999	0.0860975993	-0.0761400866	-0.0965406011	-0.0878818447	0.1385827466	0.1056666568	0.1055567991	0.1053737875	0.1051177489	-1.84506e-05	0.0025167994000000003	3.4042464035999995e-10	6.334279219840361e-06	-0.00257812	0.015390380000000004	6.646702734400001e-06	0.0002368637965444001	0.051473800000000014	0.014431200000000003	0.0026495520864400013	0.00020825953344000013	0.000761446	-0.000578554	3.34724730916e-07	5.798000109159999e-07	0.000190311	-0.000218696	3.6218276720999986e-08	4.7827940416e-08	-0.000339339	-2.3884000000000007e-05	5.704454560000002e-10	1.1515095692100003e-07	0.0	0.0	0.0	0.0
931.2232760479401	-1.197971977841917	1.4351368596944736	867176.7898534582	729.5839127297777	0.3416845566018765	532292.6857140919	0.11674833622022092	728.5934209363901	0.7652227304168946	530848.3730317918	0.5855658271466874	0.981673	27.281181	0.1172142294	0.0183923761	0.042782268899999996	0.06082362650000001	0.0190477623	0.0012875965	-0.0026779202000000004	0.0006773766	0.0437057285	0.0086414686	-0.1358993949	0.122952434	-0.1479649944	-0.0468820562	-0.0305167387	0.1287030474	-0.0100834614	-0.0133308482	0.0128621137	-0.0145920358	-0.0192111355	-0.018702318	-0.1642102764	-0.0602838466	0.0717915842	-0.042511484100000003	0.035359297799999995	0.1176961127	-0.026926721299999998	-0.025656786600000002	0.059872442699999986	0.0833686981	-0.0047222536	-0.0120503824	0.0512759865	0.1113051255	0.08481597880000001	-0.0297366223	-0.08995147949999999	0.037105314900000005	-0.0359508386	-0.0467131472	0.0244278162	-0.0024753713	-0.0213930235	-0.0035071816999999996	-0.0562642224	0.09941230050000001	-0.040944329700000004	-0.08424688570000001	-0.0011200407000000001	-0.043019728	-0.0042396066	0.008543876800000001	0.0333562248	-0.0432353808	0.0045469493	0.07001870889999999	0.0030097395	-0.0514015277	0.1161349095	-0.1036359642	0.11836725699999999	-0.06129739820000001	-0.0245256862	-0.0690969118	0.036182050099999995	0.0875684569	0.0439989847	-0.041607589	0.061042612300000014	0.1041485214	0.10491127	-0.0095871295	0.0436733806	0.1250565794	-0.0629939348	0.0699866047	-0.0217624698	0.029652016099999998	-0.0056122563	0.014440968799999999	-0.056117163399999996	-0.02446694	0.0637623767	-0.0055223157	0.0697562051	0.012873566699999998	0.1259651276	-0.0861413139	0.08768841179999999	-0.0371364069	-0.1242956989	0.0893885299	0.0442840281	0.0128048651	-0.0282037094	0.0882100643	-0.1017569453	0.0479934255	0.0037042582000000003	-0.0047097367	-0.0060395628	-0.031449556600000005	0.0146988102	0.0653524144	0.003483852	-0.0649669928	0.0174843667	0.10560155140000001	0.10529654769999999	0.1047888607	0.1040794675	-0.0199393	-0.0199208494	0.00039757568449	0.0003968402408174804	-0.0225245	-0.01994638	0.00050735310025	0.0003978580751044	0.0391644	-0.012309400000000005	0.0015338502273600002	0.00015152132836000013	0.00116042	0.0003989739999999999	1.5918025267599988e-07	1.3465745763999997e-06	0.000281988	9.167700000000002e-05	7.9517232144e-08	8.404672329000004e-09	0.000470762	0.0008101009999999999	6.562636302009997e-07	2.21616860644e-07	0.0	0.0	0.0	0.0
931.812485334104	0.589209286163964	0.347167582901848	868274.5078245199	729.0268709194628	-0.5570418103148995	531480.1785226229	0.3102955784389005	727.9704229401898	-0.6229979962002972	529940.9366757189	0.3881265032695855	0.943311	26.215090000000004	0.11989245	0.0380064289	-0.036691662400000005	-0.038290586	-0.011560313899999999	-0.019942518700000002	0.0112746169	0.0583523616	-0.026959132900000002	0.0028677751	-0.0791280847	0.0390984777	-0.15904883	0.0216737749	0.0898389268	0.032776992000000005	0.010936726499999999	-0.0229937677	-0.055105495899999996	0.0248612186	-0.1034921167	0.1685032074	0.0329206917	0.0310601208	0.1085682419	0.0103999344	-0.11903813140000001	-0.045639480499999996	-0.014950976000000001	0.0768752912	0.0515170261	-0.0575639282	0.014135028400000001	-0.1178036622	-0.07941602910000001	-0.0137537502	0.0337692494	0.002059439	-0.053518300899999996	0.1084998996	0.071257036	0.0455357889	-0.1132219627	-0.023274343500000003	0.0637596862	0.0999113623	-0.0196196212	0.013005500500000001	0.046810023099999994	0.051668555199999994	-0.021358567000000002	0.0743902434	-0.006660220400000001	0.0156982704	-0.055233752000000004	0.031995455	-0.0148448717	-0.0182260809	-0.0135102495	-0.0610146612	0.12566237449999998	-0.1105843858	0.0490918416	-0.0667071289	0.018721535900000003	-0.048883001100000004	-0.07320062990000001	-0.014518635700000001	0.0690497334	-0.030581572400000007	0.0183995566	-0.0015360086	0.003415477	-0.05131132309999999	-0.0420075018	-0.0382587208	0.0334712475	-0.1039397075	0.1414633642	0.1079497516	-0.0842713182	-0.1144738736	-0.11613090960000001	0.0344315957	0.08613997529999999	-0.0279673912	0.0746919028	0.063947638	0.015290991799999999	-0.0266712184	-0.021179404	0.069024299	-0.0766888345	-0.14938469740000002	-0.033090136	0.0263263454	0.035207545699999995	-0.011237776599999999	0.0216575708	0.0718304681	-0.0126643404	-0.1039867723	-0.0339330458	0.0699410529	-0.0366805646	0.0145526609	-0.0001690253	0.0374704179	-0.049317894800000005	0.1055039182	0.1049065715	0.1039134975	0.1025284424	0.00413715	0.02407645	1.71160101225e-05	0.0005796754446025	0.00854965	0.03107415	7.309651512250001e-05	0.0009656027982225	0.0370812	-0.0020832000000000073	0.0013750153934399994	4.33972224000003e-06	0.000806121	-0.0003542989999999999	1.255277814009999e-07	6.498310666410001e-07	0.000630774	0.000348786	3.9787583907599993e-07	1.2165167379599994e-07	0.00102085	0.000550088	3.02596807744e-07	1.0421347225e-06	0.0	0.0	0.0	0.0
930.3181358710796	-1.4943494630244911	2.2330803176415857	865491.8339306405	728.6518946028116	-0.3749763166512139	530933.5835082668	0.14060723804931144	725.9414467954335	-2.028976144756257	526990.9841754473	4.116744195989963	0.90253	25.081749	0.10471869999999996	0.0420213387	-0.057809954000000004	-0.0015420191	-0.0182512219	-0.0099920986	-0.0046202456	0.0519105309	-0.0348908284	-0.041600338199999996	-0.0825498219	0.114120524	-0.0922662117	0.0126862017	0.015367772	0.0762058997	0.0587467251	0.0801548257	-0.0267084383	0.0327649599	-0.0569278352	0.1056489134	-0.0170798593	-0.0852439398	-0.0111545905	0.108052613	-0.027786763399999997	0.0087154424	-0.0064912591000000006	0.133111336	0.0033433064	-0.0580093153	0.0509662121	0.06479288009999999	-0.1966133582	0.1332174415	-0.0185076252	-0.0938346858	0.0474199937	-0.0310281279	0.0645847095	0.0687258764	0.1055825051	0.0363288193	-0.0531692074	-0.1092568364	0.0031352371000000004	-0.1362957268	0.15749277009999998	0.07334931830000001	0.0370989121	0.0053385414	0.0032398802	0.015021386599999999	-0.0348720604	0.0488143868	0.0337584377	0.0224278035	-0.0177638573	-0.0226105087	0.09450453730000001	-0.0352519703	0.0045518618	-0.025302489100000002	-0.0124437917	0.0686450884	0.0708064934	-0.0293472431	0.1383028724	-0.0640501797	-0.0672485516	-0.0080023126	0.0099934915	-0.0646569354	-0.0570406381	0.0894580926	-0.09540760289999999	0.0053807514	0.046764734599999996	-0.0561349469	-0.0032414415	-0.0216019369	0.001365115	0.0384596126	-0.027499968399999998	0.094161677	0.1435621967	0.055924773899999995	-0.131456028	0.1373948914	0.0237929086	0.0853293291	0.0905914868	-0.054889188	0.12899681699999999	0.0646563479	-0.08412916990000001	-0.1241552693	0.0698040937	-0.0732193458	0.06960464849999999	0.0005296324	0.0769341349	-0.067331753	0.0555295564	-0.0133649504	0.0466311769	0.06705111450000001	-0.1007081907	0.1053737875	0.1043873508	0.1027501241	0.10047231460000004	0.0436412	0.03950405	0.0019045543374400001	0.0015605699664024998	0.0235534	0.01500375	0.0005547626515600001	0.0002251125140625001	0.0371352	5.400000000000543e-05	0.0013790230790399999	2.916000000000587e-09	0.000354111	-0.00045201	2.043130401e-07	1.25394600321e-07	0.000631814	1.0400000000000036e-06	3.99188930596e-07	1.0816000000000074e-12	0.000470762	-0.000550088	3.02596807744e-07	2.21616860644e-07	0.0	0.0	0.0	0.0
929.908870058062	-0.4092658130175551	0.16749850570492034	864730.5066126615	728.5164602463792	-0.1354343564323699	530736.2328499142	0.018342464902250208	725.0402753148924	-0.9011714805411656	525683.4008286949	0.8121100373407566	0.8974030000000001	24.93927	0.12754907	0.004106035	-0.04371186690000002	0.028316736000000002	-0.0044180626	-0.0062914776	-0.0101512049	0.006166967299999999	-0.0250104033	-0.0857822146	-0.09207410349999999	0.08460225960000001	-0.0884304515	0.0295546094	-0.06978570889999999	0.0170866979	-0.0078901232	-0.0770360229	0.0896903475	-0.0348124976	-0.0373704136	0.07982358070000001	0.0475429733	-0.0666646896	-0.0914915269	0.0398230472	-0.0840864194	0.005821280799999999	-0.06760756379999999	-0.12185364300000001	0.120267441	0.0481259468	-0.0484423524	0.029711788700000002	-0.0918585525	-0.0177153222	-0.0163213176	-0.0351115144	-0.0688873929	0.0171485312	-0.0518974464	-0.0887822192	0.0554299827	-0.0682208487	0.0052838218000000005	-0.0945557383	0.0580928411	0.0005744925	0.0886566987	0.0478002799	0.1154566611	0.1199692143	-0.0009557108	-0.0075220853	0.0070159591	0.038072385699999996	0.0682017177	0.0407462713	-0.0089013976	-0.0031450634999999998	0.15529734580000001	-0.0444851822	-0.0068202451	-0.06524683490000001	-0.0290363978	-0.0110774326	0.0609958966	-0.0112375291	-0.0822345097	0.0389387146	0.0964465244	-0.0900421602	-0.0286821441	-0.08953701720000001	-0.0437059291	0.044204596299999996	-0.08136317650000001	0.14534361869999998	0.092426071	0.09155160470000001	0.0709953693	0.012448734599999999	-0.0583216429	0.0198832399	0.0730310919	0.0037215662	0.039870779	0.033629825	-0.0259176132	-0.0219559046	-0.0305251708	-0.0633023688	0.09765079689999999	0.0461135127	-0.1116614806	-0.06011934150000001	-0.0487159701	-0.033486255699999995	0.020358509	0.0507587308	0.1670765487	0.0412198561	0.1133603595	0.0180654778	0.0511777151	0.1068417264	0.0202236544	0.054983968	-0.0676923188	0.1052111993	0.10373952539999999	0.101301965	0.09792121359999999	-0.00150127	-0.04514247	2.2538116129e-06	0.0020378425977009	-0.0362635	-0.0598169	0.0013150414322499998	0.0035780615256100004	0.0371814	4.620000000000318e-05	0.0013824565059600002	2.134440000000294e-09	0.000620902	0.000266791	7.1177437681e-08	3.85519293604e-07	0.00058003	-5.178399999999992e-05	3.3643480090000003e-07	2.681582655999992e-09	0.000338467	-0.000132295	1.7501967024999998e-08	1.1455991008899994e-07	0.0	0.0	0.0	0.0
928.07064137006	-1.838228688002005	3.379084709393572	861315.1153730345	728.4874763871762	-0.02898385920298097	530694.0032529567	0.0008400640942982245	725.8509105156364	0.8106352007440591	526859.5442963784	0.6571294286853611	0.93713	26.043322	0.04833237	0.025250461499999998	0.0369120066	0.0753267206	-0.0075514086	-0.0010256858	-0.0256740866	-0.0124702518	0.062969081	-0.0851776319	-0.083572753	0.08877332439999999	-0.0533394894	0.0103138028	-0.0124938091	0.043694712999999996	0.0302385879	0.1072202377	-0.0326754916	-0.1282669682	0.0139707316	-0.1044162276	0.0414317509	0.0836578175	-0.0023438117999999997	0.10515665689999999	-0.0948328817	-0.013837900600000001	0.0303934179	-0.0345153417	-0.0828312843	0.0033007412	0.0806928629	0.1337372139	0.0203819015	-0.05842670110000001	-0.0055795448	0.0407356188	0.0205462608	0.048908640700000006	0.041987437300000006	0.052562156500000005	-0.0781702066	-0.1192051959	-0.1048174934	0.0088381198	-0.0271025306	-0.017895288500000002	0.0536580621	-0.08546230460000001	0.08655092029999999	-0.0074366280000000015	0.015498928	-0.01150135	0.037196603599999996	-0.04657623809999999	0.0820839164	0.0498348296	-0.016591459	-0.0553593345	0.1239569299	0.0159166458	0.0635952961	-0.0181023254	-0.1303896923	-0.0306941648	-0.0294177935	-0.045138931900000005	0.0274922536	-0.10942313449999999	-0.0470258682	0.0728815122	0.018425665900000002	-0.0182004447	-0.1208250542	-0.024891874100000003	-0.0229272525	0.0460602075	-0.1326938776	-0.0282786593	0.0214582742	-0.0489568454	-0.0734477777	0.0270917674	-0.041210389300000004	0.0005198781999999999	0.0727038433	-0.028968438399999998	-0.055273998399999996	-0.08054006799999999	-0.0576845888	-0.0267295663	0.0507337259	-0.0916095344	0.058002406799999996	-0.0145117675	0.038706038	0.1106273828	-0.0184907836	-0.0273281158	0.0088043362	0.14244243880000002	0.0435561613	-0.0722018129	-0.0236811242	-0.017881061599999998	-0.1458042332	0.0360920923	-0.0451853142	0.10501620369999999	0.10296389339999999	0.099573034	0.0948877073	0.0127919	0.01429317	0.00016363270561000002	0.0002042947086489	-0.0102564	0.0260071	0.00010519374095999996	0.0006763692504099999	0.037157	-2.440000000000081e-05	0.0013806426490000005	5.953600000000395e-10	0.000629839	8.936999999999986e-06	7.986996899999975e-11	3.96697165921e-07	0.000561108	-1.8921999999999993e-05	3.148421876640001e-07	3.580420839999997e-10	0.000470762	0.000132295	1.7501967024999998e-08	2.21616860644e-07	0.0	0.0	0.0	0.0
928.4907006629217	0.4200592928616516	0.17644980951943076	862094.9812175231	729.104337557489	0.6168611703127453	531593.1350451448	0.3805177034396097	730.1460521825943	4.295141666957875	533113.2575178278	18.448241939237672	1.038965	28.873348	0.02906253	0.047803917	0.1030817028	0.0747915399	0.0296864452	0.0014318573999999998	-0.0262559528	-0.0098527052	0.1397713147	0.0010343406	-0.053134175199999994	-0.0067879801	-0.065253322	0.018499518	0.0231407114	-0.0739028191	0.0668635129	0.1886028132	-0.0571096771	-0.043957200700000004	-0.0252776356	0.12345349900000001	-0.0525984843	-0.06008597	-0.0594519029	0.0102368935	0.0593766705	-0.0163472817	0.058893203899999996	-0.1075006257	0.0625077771	-0.0184231799	0.1378248249	0.0821302854	0.030187178199999998	0.0804555464	0.11222297699999999	0.10434076449999999	-0.0096177203	0.0880650578	-0.0664112331	0.11086424019999999	-0.0663673501	-0.0235301187	0.019831628	0.1642688675	0.0381162122	-0.0147344598	-0.08615460789999999	-0.018165023500000002	0.047209649900000004	-0.06358599549999999	0.0325196284	-0.0033161783	0.0295293861	-0.1304539115	-0.020725486100000003	-0.0089102412	-0.0170664271	-0.0548259287	0.09091903009999999	-0.008189898499999999	0.0805756962	0.0720359427	-0.029772346800000002	0.017630393799999998	-0.0948385561	0.0024910317	-0.0134007134	-0.0896249359	-0.2188608925	-0.057892024699999996	0.015384058700000001	-0.0595975521	-0.0765898092	0.0776661291	-0.0752805103	-0.10243763880000001	-0.0894507634	-0.0006360123	-0.0329409998	0.034762845699999996	0.0088119269	-0.0243197622	0.0630922338	-0.1462060862	-0.051445772800000004	0.0468245834	0.07793687440000001	-0.055004471799999996	0.0510380056	-0.025846680099999998	0.137378181	-0.0326883985	-0.097948071	0.0050567575	0.0338065921	0.0012649782	0.0729284692	0.0409873095	-0.0754991888	-0.16617778800000002	0.010908468999999999	0.0843038837	-0.0329665178	-0.0352372594	-0.005407601800000001	-0.1548710367	-0.0542676987	0.1047888607	0.10206141029999999	0.097568123	0.0913867402	0.0151957	0.0024037999999999998	0.00023090929849	5.778254439999998e-06	-0.00424312	0.006013279999999999	1.8004067334400008e-05	3.615953635839998e-05	0.0469262	0.009769199999999992	0.00220206824644	9.543726863999984e-05	0.000606567	-2.3271999999999966e-05	5.415859839999983e-10	3.67923525489e-07	0.000506053	-5.505500000000003e-05	2.56089638809e-07	3.031053025000004e-09	0.000331564	-0.00013919799999999996	1.9376083203999985e-08	1.09934686096e-07	0.0	0.0	0.0	0.0
929.9582489247874	1.4675482618657725	2.1536979009052497	864822.3447432569	729.3154246989595	0.21108714147055707	531900.9887038239	0.044557781294210966	729.5096601314025	-0.6363920511918195	532184.3442250344	0.4049948428201314	1.093406	30.386293	0.12342608	-0.0223906334	0.0537182951	-0.0460576919	-0.022843785499999998	-0.021423147000000003	-0.0142031716	-0.0173970725	-0.024027017	0.08104342169999999	-0.053115393899999995	-0.052875401100000004	-0.0558602301	-0.0496961948	0.0013839007	-0.058885879599999996	-0.0323998763	-0.0135959349	0.0443176963	-0.0404706242	0.090172535	-0.0469755455	0.008205931	0.0765726224	0.007448151999999999	0.0958215945	0.0209399224	0.0355566739	0.0060416440000000005	-0.0474729242	-0.0202986078	0.0346431571	0.1116812653	0.0255480217	-0.078677842	-0.205252007	0.08843785480000001	0.0026636802000000004	-0.0732497748	-0.1031496167	-0.0547910038	0.1379801898	-0.0027758393	-0.027070635099999997	0.060959453	0.0934220517	-0.0089196787	0.0253332142	-0.11553990800000001	-0.052475429500000004	-0.0424816109	0.025834829500000003	0.009559518199999999	-0.0389040619	-0.025563452900000002	-0.0024777773999999997	-0.0775678476	-0.0104559632	0.0015548893	0.0192434535	-0.0007169233000000001	-0.036172217799999996	0.0199869477	0.0348680897	0.0462283941	0.0048953828000000005	-0.14966792439999999	0.023188077999999997	0.0283611679	0.062314024100000004	-0.0008388283	0.005612631999999999	0.0202725669	0.0632142064	-0.0377558058	-0.06669166530000001	0.046613811100000006	0.00048620010000000003	-0.0367389053	-0.0989678465	0.0120693762	0.06985437530000001	0.0407132781	0.031831725400000004	-0.0009038334	-0.11505150210000001	-0.089683974	-0.0005605242	-0.0757355723	0.013705576399999999	-0.007684384399999998	-0.0508623365	0.0407153986	-0.1333665021	0.0098868728	-0.0258371418	0.0361582841	-0.0541823992	-0.1067826601	0.0076764107	-0.1146600499	0.009277608599999999	-0.0151682909	0.0335934409	0.0443035381	-0.16810295449999998	0.0043435955	-0.0652395751	-0.0639345881	0.10452924039999999	0.1010331881	0.09529278880000001	0.0874355596	0.0214409	0.006245200000000003	0.0004597121928100001	3.900252304000003e-05	-0.0362672	-0.03202408	0.0013153097958399998	0.0010255416998463998	0.0291915	-0.017734699999999992	0.0008521436722500001	0.0003145195840899997	-0.00015601499999999996	-0.0007625819999999999	5.815313067239997e-07	2.4340680224999992e-08	0.000427104	-7.894899999999998e-05	1.8241782681600003e-07	6.232944600999997e-09	-0.000175347	-0.0005069110000000001	2.569587619210001e-07	3.0746570408999996e-08	0.0	0.0	0.0	0.0
928.8017301666356	-1.156518758151833	1.3375356379570578	862672.6539605358	728.1805195575728	-1.1349051413867528	530246.8690631365	1.2880096799460854	727.2580566892548	-2.251603442147712	528904.2810194313	5.0697180606914225	0.963087	26.764669	0.06586602000000001	0.0104586242	0.0058528658999999995	-0.0683957806	0.0062527	-0.0151106781	-0.019098913000000002	0.0410926773	-0.039803112200000004	0.016806997	-0.047042062	-0.0045626076	-0.0704718297	-0.0453782747	0.0324031423	-0.0734978299	-0.032660372	-0.0458445567	0.1046383548	0.12001529650000001	0.0784021756	-0.040947275899999996	-0.0366454046	0.0800426906	-0.0606069782	0.040293014	0.025222012400000004	-0.0786489679	0.2464398577	-0.081181987	0.0343649633	0.0489786383	0.0043461861	-0.0386655745	-0.10299301599999999	-0.021146908199999998	-0.0232163049	-0.0741588533	0.0484496934	-0.0405494377	0.0855670988	-0.0140334074	0.1019992356	0.10327898529999999	0.0696840171	-0.1979378204	0.1299287496	0.1009761867	-0.0317105284	0.027443903500000002	0.062059496900000004	0.0538163087	0.0259669681	0.0006072468	-0.0451634733	0.0359546987	-0.0329516679	0.0113944623	-0.027527544700000003	-0.0266683604	0.0178993088	0.0122684867	0.0341242714	-0.0333416825	0.10120527480000001	-0.03065578	-0.0884738642	-0.0110066299	-0.0948078296	0.0746625612	0.0009083521000000001	-0.027097064900000002	-0.0216821236	0.1594089273	-0.026804933599999997	-0.0295957064	-0.054044215199999995	0.0037195266999999997	-0.009495408	-0.092914195	0.0604828021	-0.0107800797	-0.0816457754	-0.0923494998	-0.0315982039	0.0503357683	-0.009653316	0.060396651399999994	-0.1154784271	0.1072273594	0.0801789012	-0.1010808676	-0.2027667769	-0.023853955	0.0267467346	0.0567923857	-0.148688032	-0.22653573510000002	-0.0052055385	0.0911815858	0.0126144658	0.1321536825	0.030804392000000007	-0.0786394139	0.1110439818	0.0917846392	0.18431031679999998	-0.0885765081	0.19514624940000005	0.1042374227	0.09988049339999999	0.0927533379	0.0830536308	-0.0135203	-0.034961200000000005	0.00018279851209	0.0012222855054400007	-0.0362823	-1.5100000000004e-05	0.0013164052932900002	2.280100000001208e-10	0.0431817	0.013990199999999994	0.00186465921489	0.00019572569603999983	-0.000193165	-3.715000000000004e-05	1.3801225000000024e-09	3.7312717225e-08	0.000234807	-0.000192297	5.513432724900001e-08	3.697813620900001e-08	-6.680360000000002e-05	0.0001085434	1.178166968356e-08	4.462720972960002e-09	0.0	0.0	0.0	0.0
