csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
757.6907127252052	n/a	n/a	574095.2161500293	711.9355081531082	n/a	506852.16776922456	n/a	627.9351543559736	n/a	n/a	394302.5580760605	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	-0.00681159	n/a	4.63977583281e-05	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.2175807176634	-6.473132007541835	41.90143798706259	564327.8535792992	711.1756975478688	-0.7598106052394087	505770.8727826978	0.5773121558342765	626.3613212382743	-1.573833117699337	2.4769506823672147	392328.50474335655	1.068736	22.171421	0.09115029318	0.0059448686	-0.0688723583	0.0345258273	-0.0262695012	-0.0339321483	-0.0297429841	0.0033365372999999998	-0.0005500416999999999	-0.0138146117	0.0654027969	-0.0536186253	0.048849288	-0.056109337	0.0003789935	-0.0610305834	-0.0676274915	0.0652876478	-0.016410671499999998	0.06724430769999999	-0.07996775589999999	0.1197687319	-0.005641504499999999	0.0591997072	0.0696816478	-0.0139333757	0.0374500178	-0.0996372788	0.07383822820000001	-0.1167087959	0.09116394050000001	-0.0096106836	0.1335234252	-0.0869679387	0.0403034122	-0.134719925	0.0757789088	-0.014241414099999999	0.0319770096	-0.0577724894	0.2344546435	-0.057180019400000004	0.0965936675	-0.0946431009	0.0161220353	0.0374474895	-0.08653638179999999	0.036510198	0.0531416618	-0.053914397999999995	0.0885994094	0.0101992876	0.037560889900000005	-0.1453053924	-0.0668904164	0.0539591006	-0.0335431056	0.0133663147	-0.0127848187	0.0827998504	-0.0850815748	0.0650605745	-0.0380343952	-0.023284798399999997	-0.0066455499	-0.0385506002	0.0259120268	-0.0734827049	0.0062916141000000005	-0.057942615999999995	0.0172424191	-0.017194331599999998	0.1399300218	-0.06732037269999999	0.014616423	-0.14390014380000002	0.0157549609	-0.0185210208	0.1529454431	-0.017593343600000002	0.0329430522	-0.0046897594	0.01228037	-0.0054967440000000005	0.021509465	-0.1405587199	0.0604873212	-0.1580106904	0.0655832817	-0.029648712200000007	0.1325911903	-0.087568626	0.2045613451	-0.0678941638	0.0150222365	-0.0159448815	0.06817857299999999	0.0064556977000000005	-0.0256315802	0.0264421637	-0.0291523057	0.0412027014	0.0477348551	-0.0296126104	-0.0584115604	0.0919970521	-0.0830419193	-0.0371042011	0.1868364475	0.0493251883	-0.1299619971	0.0814924508	0.09644599029999999	0.0964382681	0.0964253983	0.0964073815	0.0	1.37818e-06	1.37818e-06	1.8993801124e-12	1.8993801124e-12	0.00944115	0.01625274	8.91353133225e-05	0.00026415155750760005	-0.0530766	-0.0530766	0.00281712546756	0.00281712546756	0.00040676	0.00040676	1.654536976e-07	1.654536976e-07	2.9631500000000006e-05	2.9631500000000006e-05	8.780257922500001e-10	8.780257922500001e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.6924097428093	-1.5251709748540634	2.326146502537294	562038.7092259803	710.7640496706459	-0.4116478772228902	505185.5343042165	0.1694539748221117	624.8603698194414	-1.5009514188328694	2.252855161696404	390450.4817708891	1.1310460000000002	23.464067	0.14153338457999998	-0.0243433124	0.009057181	0.0811179843	-0.0066928778	0.0689763106	-0.0201770328	-0.015595565	0.0565653197	0.043729014299999994	-0.0012316971000000002	0.0200299234	0.0305907483	0.0309645812	0.0046517996	-0.0880815233	0.0542830239	0.020316159099999998	0.0740568579	0.0017085256	-0.0358418087	0.039226324	-0.0331102448	-0.09906556429999999	0.0078998759	0.004056263300000001	-0.0317519868	0.0460448991	-0.0219797435	0.010697761699999999	0.0114621369	0.0504400465	-0.101507222	0.0484059499	0.0838342291	0.0454555424	-0.0912181144	0.0041347667	0.0241570425	0.0300113652	-0.0352183466	0.1462784878	0.0178856189	-0.0475611224	0.05579120480000002	-0.1320576947	0.0111878691	-0.0658888577	0.0884988451	0.0711221356	0.0778205859	-0.0427659587	0.0424195333	-0.0359280532	-0.0259577793	0.038186179199999996	0.004477175900000001	-0.056517975199999994	0.0016319207999999999	-0.0010638314999999998	-0.0806861999	-0.018229628600000002	-0.0494806907	-0.0143819824	0.0059428436	0.063185851	-0.0361181162	-0.0222502586	0.0057879039	0.0137811051	-0.0415286335	-0.018462999299999998	0.0164929054	-0.0116815441	-0.0210020678	-0.00040069199999999996	-0.0560168525	-0.0330073156	0.0099487481	0.07229888429999999	-0.0214845898	-0.0624018935	0.0803276237	-0.030409967000000006	0.03674971	0.0129327101	-0.0610181038	-0.0174685932	-0.11394533359999999	0.0666910332	-0.08117625349999999	-0.0892826303	0.041285404	0.0794756309	-0.0091419969	-0.0486376205	-0.0281653514	-0.0139016212	0.0585304505	0.039746775899999996	-0.0349237756	0.005243333199999999	0.0406786613	-0.0763608873	0.1410686724	0.025544555	-0.010592458899999999	0.050248658700000004	-0.08733855439999999	0.0310076834	-0.0431348774	-0.0361029169	0.0964253983	0.096355911	0.0962401359	0.09607812869999999	0.0	-3.65814e-05	-3.795958e-05	1.3381988259600002e-09	1.4409297137764e-09	-0.0213548	-0.03079595	0.00045602748304	0.0009483905364025	0.017825999999999998	0.07090260000000001	0.005027178686760001	0.00031776627599999985	0.0008527129999999997	0.0004459529999999998	1.9887407820899977e-07	7.271194603689996e-07	0.000379616	0.0003499845	1.2248915024024998e-07	1.4410830745599999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.5316357206665	-3.1607740221428458	9.990492419053062	557309.4831317739	710.655768216216	-0.10828145442997084	505031.62089898007	0.01172487337346985	625.3534531849692	0.4930833655278093	0.2431312053602312	391066.94141036546	1.104732	22.918169	0.1628733354	0.0382914139	-0.0792179734	0.031272231	-0.021918421400000002	-0.034749600299999996	-0.0145285373	0.0089116784	0.0074603798	-0.0108271946	0.0096282861	-0.0646183644	0.058617399800000004	-0.086149023	0.0082652236	0.0052671982	-0.053028068899999996	0.0400123923	-0.0143623632	0.0651579996	-0.051503962	0.0407363282	-0.10737768880000001	-0.1509248218	0.0184636345	0.017837351100000003	-0.054807517	0.19557050039999999	-0.0399620879	0.0740898203	0.0998377175	-0.0305652439	-0.0579546608	-0.0491330746	0.0158989821	0.021793931800000003	-0.0341092712	0.0516291613	0.0864409334	0.0482972405	0.043973253600000005	0.0087334184	-0.0192237255	0.0326894049	0.0016833293	0.002693327	0.0425417176	-0.0035835151000000007	7.07961e-05	-0.0481074749	-0.015157148200000001	0.028542552000000002	-0.0060994754	0.0623773737	-0.031411715	0.015225039099999999	-0.026780952400000002	0.0470244371	0.0022895171	0.0738869491	-0.08793643720000001	0.0533470763	-0.0425818696	-0.015605095800000001	0.0061827577	-0.0123163176	0.0315393853	-0.027994130099999997	-0.0395998549	0.043055927300000005	0.038412078599999996	0.040841274	0.0911275528	-0.0374727177	-0.0108721472	-0.048665615	-0.0726219146	-0.1360190117	0.0810744702	0.1099599443	-0.009322842900000001	0.029637903599999998	-0.0521326219	0.0260487554	-0.0876654801	0.0615804608	-0.0101110318	-0.0222270077	-0.0887364481	0.0790490603	-0.10908977019999999	-0.014278694599999999	-0.0446474629	-0.075205945	-0.0435178366	0.0549352912	-0.1253181868	-0.0508206115	-0.0564898567	-0.12012830640000001	0.0266722525	-0.0224176412	-0.0683007601	-0.0752042904	-0.0356890665	0.0324693641	0.08418128710000003	0.08445029189999999	0.12046670300000001	-0.1379469267	-0.0318091175	-0.0151537925	0.09638421859999999	0.096191267	0.09586996710000001	0.0954207476	0.0	-4.57068e-05	-9.1254e-06	2.0891115662400003e-09	8.327292515999998e-11	-0.00618834	0.01516646	3.82955519556e-05	0.0002300215089316	-0.003897400000000001	-0.0217234	0.0004719061075599999	1.5189726760000006e-05	-0.000573176	-0.0014258889999999994	2.0331594403209993e-06	3.2853072697600004e-07	-0.000583861	-0.000963477	9.282879295289999e-07	3.40893667321e-07	0.000130121	0.000130121	1.6931474640999998e-08	1.6931474640999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.3076835056872	-0.2239522149792492	0.05015459459411186	556975.158459625	710.9821873754962	0.32641915928024895	505495.6707652452	0.10654946754522457	625.2371960592295	-0.1162571257397076	0.013515719285258179	390921.5513360074	1.124076	23.319485	0.1282619802	0.0263987546	-0.0553759803	0.0968322456	0.0163870657	-0.0811328492	-0.0219175642	-0.0209940782	0.0215798855	-0.09002787429999999	-0.0241081743	-0.0218841822	-0.0030377153000000004	0.080394587	0.0520453859	-0.1049744883	-0.0439087038	0.06949754	0.0506502355	-0.1293383511	-0.10332089650000001	0.046691364699999995	0.0048596963	-0.083349685	0.1609563743	0.1431939005	0.0218460691	-0.0840402176	0.0486424471	-0.10281033769999999	-0.0422376573	0.0349524751	-0.026542065099999998	0.0717122624	-0.0743955895	0.0104321234	0.014713775600000001	-0.0177232553	0.0126702172	0.1115179535	0.010233381	0.1358661086	0.021110837900000002	-0.0170840848	0.0466451721	0.201796657	0.1545134266	0.0532695474	0.0408210007	0.0380860445	-0.018344973	0.0715504082	0.047332047599999996	0.09283450310000001	0.031619106699999996	0.0032750504	-0.0196570944	0.010636186	-0.05917535700000001	0.12001752539999999	-0.0307999	-0.0424070029	0.0323722123	-0.0225961917	0.0288099937	0.0388355126	0.07130280900000001	0.0644207903	0.0398215793	-0.0375500718	-0.1332867079	-0.047345899000000004	0.0588147841	-0.0046737261	-0.0154144525	0.059099161399999996	-0.0652976511	0.0653567812	0.0160483494	0.1927587046	-0.0833823985	-0.0350997219	0.1033105427	-0.0266132952	0.0207423683	-0.0190575157	-0.0840511427	0.0521324784	0.1265755079	-0.006123608399999999	0.049939185999999997	-0.0833030038	0.1104313425	-0.0064506316	0.0336518777	0.1608493947	0.0256051529	-0.0039516537	-0.06342624820000001	0.0460124867	-0.08594407050000001	0.0119411233	0.000911421	0.0750527221	-0.0091785976	0.1117665336	0.0983574906	-0.010535473799999999	-0.0778953295	-0.1473151376	0.0754092997	-0.0367478492	0.09632246009999999	0.0959444768	0.09531560310000001	0.0944374833	0.0	-5.16186e-05	-5.911799999999992e-06	2.6644798659599994e-09	3.4949379239999924e-11	-0.0259382	-0.01974986	0.0006727902192400001	0.0003900569700196	0.041005	0.0449024	0.0020162255257599997	0.001681410025	-1.48263e-05	0.0005583497	3.1175438749009e-07	2.1981917169e-10	-2.55532e-07	0.0005836054679999999	3.405953422794989e-07	6.529660302400001e-14	0.0	-0.000130121	1.6931474640999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.1694541225995	1.8617706169122807	3.4661898299979357	559757.5320821085	710.0290373588953	-0.9531500166009436	504141.23389279953	0.9084949541463792	625.8245671938132	0.5873711345836911	0.3450048497421324	391656.3889033236	1.037197	21.517128	0.16819255410000006	0.0034708024	-0.0378755021	0.045048550599999994	-0.0335767779	-0.0486683952	-0.0012410274000000002	0.0047461581	-0.0226057028	-0.0392473085	0.0166038059	-0.0149834329	0.0009679508	-0.07224407440000001	0.043434401100000006	0.0042430794	0.0358306177	0.027024882000000004	-0.0775989488	-0.017894508899999998	-0.0650571821	0.0228188479	0.0577941878	0.054514109000000005	0.0276276443	0.011925701799999999	0.08945841060000001	0.0421655855	-0.0833260557	-0.0200474395	-0.025726637200000003	-0.067971697	0.006012308199999999	0.06503465509999999	-0.0154874312	-0.033736528700000004	0.0147639772	-0.0495389238	0.015597416299999996	-0.0783692568	0.0142668791	-0.057689085	-0.0488208031	0.06119861610000001	0.0779994821	0.026825968199999998	0.0592875872	-0.0036714368	-0.1044247577	-0.0362016656	-0.0359600822	0.04393998	0.0352725575	-0.0827494032	0.0560807316	0.014847008799999999	0.0132945982	0.0010616517	-0.0747101655	0.0432291159	-0.0414723811	0.055018608	-0.0348311412	-0.0003484845	0.0031066012	-0.036151924700000004	0.0340812083	0.0006863860000000001	0.0059908411	-0.042068065	0.05885450900000001	0.058252249400000004	0.1019867073	0.106200879	-0.0698938125	-0.036166778999999996	0.0405888642	0.0678804883	0.0082393849	0.0022654815	-0.0725526029	-0.043506965300000006	-0.0298327645	0.1970886206	0.0158975171	-0.0774043794	0.0467614753	0.0679002811	-0.0126351252	0.013472149099999999	0.020484075600000002	0.0044173074	-0.013500995	-0.06981411679999999	-0.0095223167	-0.0294325126	-0.0005905965	0.1001582718	-0.0123707688	0.0778267189	-0.0296790498	-0.026586112599999996	-0.0299215834	0.036723606	-0.0479048626	0.1065590357	-0.0422831338	0.0258635508	0.13256270679999999	-0.0708340914	-0.051468363200000006	0.0392477173	0.0962401359	0.09561575119999999	0.0945781089	0.09313169380000001	0.0	-2.3426100000000006e-05	2.8192499999999988e-05	5.487821612100002e-10	7.948170562499995e-10	0.0129174	0.0388556	0.00016685922276000006	0.0015097576513600007	-0.0418825	-0.0828875	0.00687033765625	0.0017541438062499994	-0.000800053	-0.0007852267	6.165809703928899e-07	6.400848028090002e-07	0.000142943	0.000143198532	2.0505819566955025e-08	2.0432701249e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.2494129653389	-1.9200411572605844	3.686558045574564	556888.186351113	710.716597083029	0.6875597241337346	505118.08136928064	0.4727383742508572	625.1541899956384	-0.6703771981748332	0.4494055878327396	390817.7612691028	1.01984	21.157059	0.06701870289999999	0.014224618799999996	-0.0509561026	0.0920705931	-0.0074560275	-0.1028872998	-0.0071685112	-0.020744608799999998	0.029171034900000007	-0.0703789504	-0.0165565463	-0.054019685199999994	0.0082188236	0.09611353289999999	0.08164019900000001	-0.10342099560000001	0.0196155996	0.004618766	-0.0093042802	-0.09768013939999999	0.0404929864	-0.01160179	-0.0663308982	-0.0064610210999999996	0.0871987744	-0.0621138926	0.0788130452	-0.1300774757	0.0648657237	0.0324923846	0.0061545975	-0.022589643599999997	0.060189419	-0.0632428528	-0.13828867390000002	0.06940480269999999	0.0316925681	-0.0049811692	-0.040477130099999994	0.007116808100000002	-0.10353087949999999	0.0618060454	0.0243176248	0.0154425658	-0.0845716165	0.0547174837	0.0377522005	-0.0422394778	-0.077682468	0.014717983300000001	0.0096950484	-0.0465873659	-0.027162185099999996	-0.1223699399	-0.0362824142	-0.0021419551999999997	-0.0164742012	0.021186464900000004	-0.0757055385	0.0986370462	-0.028017573599999998	-0.0773017255	0.025940911	-0.01259138	0.0344879846	0.071325931	0.042188436100000004	0.0107542035	-0.0636543396	-0.0148454351	-0.12359248369999999	-0.062324179800000004	0.049890416900000005	0.026202240800000002	0.061734224000000004	0.14623037630000002	-0.0431816609	-0.00046409230000000004	0.0415708142	-0.06673001320000001	0.0484836101	0.0172173329	-0.0527238252	-0.012559751499999999	0.0457674981	0.0504782646	-0.1358317025	0.0407915721	0.0905212324	-0.006745032	0.0963007273	-0.1136445588	0.0869253354	-0.0724677475	-0.0010661254	-0.035880179500000005	-0.1220177403	-0.0206376089	0.0144960966	-0.032268873	0.07376328019999999	0.0094021434	-0.0732731567	0.0976066083	-0.0737909175	-0.0372674563	0.10349289910000001	-0.1328548646	-0.0199762185	0.0842182756	0.045785613899999994	0.030221739100000002	0.09613726369999999	0.0952053708	0.0936589016	0.0915078388	0.0	-4.7679e-05	-2.4252899999999993e-05	2.2732870409999995e-09	5.882031584099996e-10	0.0137882	0.0008707999999999997	0.00019011445924	7.582926399999996e-07	0.0128851	0.05476759999999999	0.0029994900097600006	0.00016602580201	-0.000604955	0.000195098	3.8063229604e-08	3.65970552025e-07	0.00011092	-3.2023e-05	1.025472529e-09	1.23032464e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.2232268216997	1.9738138563607208	3.8959411395615797	559837.9971554766	710.5390815253547	-0.17751555767426908	504865.7863748946	0.031511773216406753	625.2963813759653	0.142191380326949	0.02021838863928306	390995.5645618767	1.011973	20.993847	0.097169099	1.54397e-05	-0.050317737800000005	0.0382858473	-0.0250713	-0.0656965731	-0.0082022168	0.0118147902	-0.0455381266	-0.0422491123	0.0101536843	-0.022604944100000003	0.042201986799999994	-0.115638515	0.06419785780000001	0.0211549224	0.0581368714	0.012178021499999999	-0.0776933067	0.09993620380000001	0.0088046453	0.0124886522	0.029071154900000007	0.11296453220000001	-0.0295930848	0.10032454910000001	0.1611022059	-0.0264095466	-0.1735190353	0.0442566342	-0.1369419889	-0.0375387226	0.0512069912	0.09868122289999999	0.0022906447	-0.1174972817	-0.0492678307	0.1038822859	0.0648447134	-0.1362270799	-0.1497801844	-0.0279720691	-0.0712000708	-0.0025487526000000003	-0.1075286692	0.0399263683	-0.0376451017	-0.0026485226	0.0023721755	0.0215796577	-0.0860262819	-0.0548850442	0.0788958291	-0.0851357051	-0.0207919544	0.0169716036	0.0093821406	-0.0015490091	-0.0517377958	0.0573625162	-0.0694465968	0.0653619671	-0.0389980148	-0.0117537386	-0.017268165	-0.0438378062	0.045311061900000005	-0.000652627	-0.0782758131	0.0816838513	0.0427273649	0.1135354234	0.11551384640000001	0.0793321609	-0.1319625982	-0.045992867199999996	0.0271266225	0.1213547316	-0.1046048113	-0.0835695425	-0.0781892422	0.056967847599999996	-0.0311070608	0.02812149	0.1200072002	-0.043862875499999995	0.0089486049	0.0650937491	0.0339414154	0.16014351570000002	0.042220001900000005	0.07068934019999999	-0.0721859849	0.09279393640000001	0.1131965033	-0.0082256089	0.0848462083	-0.0181610821	0.0632924465	0.0335512092	0.007000772099999999	-0.1298090124	-0.007746609200000002	0.032770587999999996	0.0913449831	-0.042763168399999996	0.1062688941	-0.027045716	0.1449922202	0.056606505599999996	0.1292073092	-0.0019427078	0.09601386529999999	0.0947136862	0.0925597472	0.089571464	0.0	-0.00683571	-0.006788031	4.67269312041e-05	4.6077364856960995e-05	0.000507042	-0.013281158	2.57091589764e-07	0.00017638915782096403	-0.033638999999999995	-0.0465241	0.00216449188081	0.0011315823209999995	-0.00101865	-0.0004136950000000001	1.7114355302500005e-07	1.0376478225000002e-06	-8.690120000000001e-05	-0.0001978212	3.913322716944e-08	7.551818561440002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.8250671733058	-0.3981596483938574	0.15853110560912018	559242.3310927594	709.9070191298011	-0.6320623955535893	503967.9758097599	0.399502871872942	624.0019010835258	-1.2944802924395162	1.6756792275142955	389378.3725558543	1.055014	21.886761	0.06766823850000002	-0.009127912	-0.017718238799999998	0.0782848711	-0.0287118094	-0.0151930175	0.001982396	-0.0162128848	0.0010652275	-0.0357094755	-0.0043611288	-0.027480848199999998	0.0207473072	0.0320662756	0.023020862799999996	-0.0789339928	0.012004596000000001	0.0814210365	-0.0606893612	0.0003784633	-0.0875219387	0.0058808762	-0.0180139502	-0.11089039619999999	-0.0336411894	-0.0206301133	0.0579274512	-0.1406796136	-0.014596903100000001	-0.1729567205	-0.051648413600000005	-0.015560251899999999	-0.048022648499999994	-0.0663826212	0.1144766151	-0.0824990647	-0.0172195181	0.0036406478999999998	0.0889662208	-0.1053736694	0.0933972503	-0.0276664669	0.0386810095	-0.0569288335	0.0970972416	0.021731741699999998	-0.0239667561	0.06874723690000001	0.0081537713	-0.028446922200000002	0.061400343499999996	0.0494684964	-0.07520093530000001	0.074536333	0.049990340099999996	0.0071772934	0.0018194696	-0.017368663700000002	-0.05715562160000001	0.0258685573	-0.08524672230000001	0.018054161399999998	-0.0409453811	0.0009749633999999999	0.0280769107	0.0081778327	0.023862214500000003	0.0028347206	-0.0300911698	0.0086464039	-0.0354273741	-0.059879123099999994	0.0450698955	0.0335400062	0.0110093007	0.0156968427	-0.0456268667	0.059391630099999995	0.0329868171	0.0693435922	0.0047779069	-0.1110399724	0.0800018371	0.034153398	0.0656685945	-0.1531394396	0.05848118450000001	-0.1076643006	0.011269260900000001	-0.0683726764	0.0239423977	0.0016675729999999999	0.0339625264	-0.1131972923	-0.0318027153	0.1209305112	0.0503459096	0.0335839177	0.032099163300000004	-0.0170008704	-0.0114770213	-0.0411122613	-0.0129760655	-0.0328128055	0.0130056427	-0.1478681214	0.0154650632	-0.050596689800000004	0.016276466399999998	-0.1131811763	-0.023224614700000003	0.0824614732	0.09586996710000001	0.09414111720000001	0.0912827574	0.0873291827	0.0	-3.80835e-05	0.0067976265	1.4503529722500002e-09	4.620772603350225e-05	-0.0012376100000000005	-0.0017446520000000006	1.5316785121000014e-06	3.0438106011040023e-06	-0.0102836	0.0233554	0.0005454747091599997	0.00010575242896	-0.00030832200000000003	0.0007103280000000001	5.045658675840002e-07	9.506245568400002e-08	-9.19844e-05	-5.083199999999991e-06	2.583892223999992e-11	8.461129843360001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.1815472345218	-3.6435199387840393	13.275237544316845	553806.1752443668	710.0009566593059	0.09393752950472843	504101.3584571295	0.008824259449451727	624.1486549661257	0.14675388259990996	0.021536702058148158	389561.5434960239	1.118564	23.205122	0.1240930958	0.0222368889	-0.0868652568	0.013167454299999999	-0.051675457699999996	-0.0250406552	-0.0063002764	0.0083039754	-0.024054330099999997	0.0256906763	-0.0010021693	-0.057084592300000014	0.0544229866	-0.0721224655	0.0036873390000000004	0.088166461	-0.0224228927	-0.0299636298	0.030994274500000002	0.1124616873	-0.0748766992	-0.018648193400000002	0.014716392	-0.0921759463	-0.143678222	-0.1386224772	0.0627587163	0.056941022699999996	-0.0301085143	-0.0504571092	0.0761991626	-0.1168309274	-0.1111141561	-0.109692329	-0.0562139979	-0.1248997303	0.1081342159	-0.0612210589	0.0355925839	-0.023607904199999998	-0.1647661875	-0.0393858629	-0.024390787799999997	-0.0832791396	0.1284625566	-0.025245151299999997	0.1347157067	-0.009332360999999999	-0.043709387300000006	0.0857650319	0.0008792510000000001	-0.11393236400000001	-0.0730169557	0.045661695700000005	-0.10163728640000001	-0.0055100969	-0.0206570006	0.0654918038	0.025669747200000002	0.0442391145	-0.102959301	0.029157832	-0.0228155344	-0.0064652107	-0.0191931495	-0.0321141818	-0.0413797939	0.0328822417	-0.030712204	0.0979889707	0.0826154589	0.1173235638	-0.0770886674	0.006661073000000001	0.0524142582	-0.0800813806	-0.1120505228	-0.0027777058000000004	-0.041906101800000005	-0.07764135700000001	0.0323429742	-0.09593872349999999	-0.009931710600000001	0.18648461730000002	-0.0555189667	-0.0005802166	0.1135081627	-0.0412686765	-0.1076540149	-0.062141581200000004	0.0682244108	0.1586066586	-0.1342080423	-0.1600763714	0.08556452980000001	0.0502261309	0.0741826204	-0.010859282	0.0255459142	0.046869408	0.0545917999	0.10325862470000001	-0.0395503989	-0.0292682964	-0.0617542253	0.0237236059	-0.034684946099999996	0.0321480616	-0.1221238406	8.309049999999999e-05	-0.1285488636	0.1096230846	0.09570559990000001	0.0934881527	0.0898303859	0.0847886526	0.0	-4.36393e-05	-5.555799999999999e-06	1.90438850449e-09	3.0866913639999993e-11	0.0123645	0.01360211	0.00015288086024999996	0.0001850173964521	-0.0156064	-0.005322799999999999	2.833219983999999e-05	0.00024355972096	-0.00181106	-0.001502738	2.258221496644e-06	3.2799383236e-06	-0.000583861	-0.0004918766	2.4194258962756e-07	3.40893667321e-07	0.00010863800000000004	0.00010863800000000004	1.1802215044000011e-08	1.1802215044000011e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
