csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
748.3659896234706	n/a	n/a	560051.6544251165	700.5591710543706	n/a	490783.1521483869	n/a	619.2445730948548	n/a	n/a	383463.84130742896	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-3.04837e-10	n/a	9.292559656899997e-20	n/a	0.0	n/a	0.0	n/a	2.74845e-10	n/a	n/a	7.553977402500001e-20	0.0	n/a	n/a	0.0	-8.359209999999999e-05	n/a	n/a	6.987639182409997e-09	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.1348253711293	-8.231164252341273	67.75206494902086	547799.5597271521	700.2653327890082	-0.2938382653624103	490371.5363061004	0.08634092619119026	618.6443138718486	-0.6002592230062191	0.3603111348040299	382720.78708597034	0.8642849999999999	22.908577	0.187775855579682	-0.0034876182	-0.0017963845999999996	0.018244766000000003	-0.0037369729999999998	0.0052640551	-0.0002691828	4.93367e-05	0.00307047	-0.0125922448	0.0412738741	-0.0378405514	0.0601319869	-0.0266963739	0.0179827956	-0.0228893218	0.021375111699999998	-0.051933216100000006	-0.0040020312	0.0012109572	-0.0053090189	0.0088641159	-0.0091281639	0.0105714854	-0.0465310986	0.0337370558	-0.0036991439	0.028893388	-0.0062241377	0.0183793589	-0.0066133436	0.09644599029999999	0.0964382681	0.0964253983	0.0964073815	0.0	0.013773100000000005	0.013773100304837005	0.00018969828361000012	0.0001896982920071012	-0.0270715	-0.0270715	0.0007328661122499999	0.0007328661122499999	-0.116258	-0.11625800027484498	0.013515922627905855	0.013515922563999996	0.000341514	0.000341514	1.16631812196e-07	1.16631812196e-07	0.000188359	0.0002719511	7.395740079121001e-08	3.5479112881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.0180905787814	-5.11673479234787	26.180974935223198	540251.5934780778	701.2538741094278	0.9885413204195856	491756.9959534812	0.977213942176898	616.8451567076651	-1.799157164183498	3.2369665014328066	380497.9473537039	0.958266	25.39962	0.16927579999999998	-0.0373000676	-0.0258142375	0.0434163342	-0.0086881735	0.012998473500000001	0.0389482723	-0.006403959	-0.0205636778	0.0032934616	0.027123815899999997	-0.0684522523	-0.0025665763	0.0088458003	-0.0042390539	0.0158837221	0.042556943099999994	-0.0326324417	-0.0108515104	-0.013714569099999999	0.0417293643	0.0105196201	0.031062290899999997	-0.0065477279000000005	0.0020917710999999997	0.0903473255	0.0357356781	-0.023466526	0.0411084398	-0.0189744877	-0.0653955483	0.0964253983	0.096355911	0.0962401359	0.09607812869999999	0.0	0.00794558	-0.0058275200000000036	6.313224153640003e-05	3.395998935040005e-05	0.00472888	0.03180038	2.2362306054400007e-05	0.0010112641681443997	-0.0199429	0.0963151	0.009276598488009996	0.0003977192604100001	0.000821248	0.000479734	2.30144710756e-07	6.74448277504e-07	-3.8563e-05	-0.000226922	5.1493594084e-08	1.4871049690000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.8158998451746	-4.2021907336068125	17.65840696161096	534091.8794665122	700.4985740580117	-0.7553000514160431	490698.2522573078	0.5704781676690773	617.1436953468973	0.2985386392322198	0.08912531911462547	380866.340706424	0.889583	23.579111	0.15905081	-0.0282865161	-0.005432626800000001	0.019659479	-0.0090456601	-0.0032169409000000005	0.027126557599999997	0.0089907091	-0.0038215847999999997	-0.0315516529	0.0275234065	-0.0170516034	0.024947038799999998	-0.012361483799999998	0.006909413499999999	0.033758635099999997	0.035856884500000005	0.0221033583	-0.0111511657	0.0055569508	0.0231320425	0.0189520915	0.0040046819	0.0199558519	-0.040696493	-0.0016313760000000001	-0.0182733575	0.0370588219	-0.0190310849	-0.0631496214	-0.0235880981	0.09638421859999999	0.096191267	0.09586996710000001	0.0954207476	0.0	0.0183543	0.01040872	0.00033688032849	0.0001083414520384	-0.00787056	-0.01259944	6.194571471360001e-05	0.0001587458883136	-0.0993647	-0.0794218	0.006307822315239999	0.009873343606089999	0.000249309	-0.000571939	3.2711421972100003e-07	6.215497748099999e-08	0.000301248	0.000339811	1.1547151572099998e-07	9.0750357504e-08	-0.000220667	-0.000220667	4.869392488900001e-08	4.869392488900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.3830573041081	8.567157458933481	73.39618692615956	546687.30542837	700.3595837365849	-0.13899032142683154	490503.5465316825	0.019318309450333943	616.0050991167409	-1.138596230156395	1.2964013753263544	379462.2821378258	0.9745140000000002	25.830303	0.14161525	-0.0093786388	-0.023255007	0.0274061226	-0.0046415119	0.0022237072	0.0277077305	-0.0168344482	-0.021119392400000003	-0.0028549182	-0.0316177842	-0.0063024681999999995	0.030403245099999997	0.037687429	0.0191615542	-0.0187136462	0.026241511800000002	-0.010325090799999999	-0.0024155648999999997	-0.003905294	0.0297804302	-0.006796773199999999	0.0196003074	-0.009988128	0.023267930099999997	0.0279439912	-0.056234115599999995	-0.0447981029	0.0230667788	-0.0365193588	-0.0198842985	0.09632246009999999	0.0959444768	0.09531560310000001	0.0944374833	0.0	0.00712799	-0.01122631	5.08082414401e-05	0.00012603003621609998	0.00334263	0.01121319	1.11731753169e-05	0.00012573562997610004	-0.0371151	0.062249599999999995	0.003875012700160001	0.00137753064801	0.0007496939999999998	0.0005003849999999997	2.503851482249997e-07	5.620410936359996e-07	-0.000116223	-0.000417471	1.74282035841e-07	1.3507785728999996e-08	0.0	0.000220667	4.869392488900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.178940414467	-3.2041168896411136	10.266365042483443	541959.4323097672	699.4566934618801	-0.9028902747047596	489239.66602862655	0.8152108481564362	615.9112908178828	-0.09380829885810726	0.00879999693465197	379346.7181569506	0.840144	22.268694	0.10458303	-0.0118206209	0.005475319300000001	0.0022751602	0.0009056288000000001	-0.0120943367	0.0196933995	0.0092732156	0.0192877817	-0.0064904091	-0.008447593599999999	-0.0019438792000000002	0.029270009399999998	-0.0537326245	0.0140253678	-0.0177072674	0.0117462776	-0.0052268101	0.0023047624	0.0107348675	0.0147961535	0.0221180702	-0.0256622361	0.008543156	0.0123032802	-0.0080777615	0.0016989207999999999	0.0138362922	0.10873111560000001	0.0268264784	-0.041683196299999996	0.0962401359	0.09561575119999999	0.0945781089	0.09313169380000001	0.0	0.00183112	-0.00529687	3.353000454400001e-06	2.8056831796899995e-05	-0.00739128	-0.01073391	5.46310200384e-05	0.0001152168238881	-0.08311519999999999	-0.04600009999999999	0.002116009200009999	0.0069081364710399966	0.0006136830000000001	-0.00013601099999999968	1.8498992120999917e-08	3.7660682448900006e-07	0.0005988090000000001	0.000715032	5.112707610239998e-07	3.585722184810001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.2927007630417	-2.8862396514252855	8.330379325459553	537718.1849923558	699.6560322275888	0.1993387657086032	489518.56343245273	0.0397359435142294	615.7501861336264	-0.1611046842564292	0.02595471928936375	379148.29172359547	0.860086	22.797274	0.08824185000000001	-0.0204151095	-0.0024707687	0.0249590529	-0.0093585625	-0.0168215622	0.0272854018	-0.00655828	0.0010094459	0.0061698765	0.0081472057	-0.007229641	0.0027581857	0.0006845155000000001	0.0049910945	0.0090278036	0.012343320500000001	-0.012596712900000001	-0.0105488441	0.0206694363	0.023401919900000002	-0.010349720699999999	3.00408e-05	-0.010738336599999999	-0.016044256899999998	-0.0110478485	-0.0038814468	-0.023456116000000003	-0.012948304499999999	0.0168566463	-0.0545759697	0.09613726369999999	0.0952053708	0.0936589016	0.0915078388	0.0	0.0112314	0.00940028	0.00012614434595999998	8.836526407839997e-05	-0.0217855	-0.01439422	0.00047460801025	0.0002071935694084	-0.0577912	0.025323999999999992	0.0006413049759999997	0.0033398227974399987	0.00139615	0.000782467	6.12254606089e-07	1.9492348225000004e-06	0.0005988090000000001	0.0	0.0	3.585722184810001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.6960638214298	-4.596636941611905	21.12907117299125	530997.9534288453	699.3263278975232	-0.3297043300655105	489057.31289063423	0.10870494526394707	616.3621569116747	0.6119707780483168	0.3745082331850622	379902.3084728119	0.8768749999999998	23.242287	0.12242141	-0.036409850699999996	0.0092433778	-0.0036493692	0.0015454163	-0.0140331601	0.0196291689	0.0182418921	0.0072332226	-0.02298915	0.0052958039	-0.0139669303	0.0096800572	-0.0423416174	-0.004036269	0.0375947751	0.0265799062	0.030345930899999998	0.0013686098	0.011117423400000001	0.014656171200000003	0.0190530153	-0.0163743991	0.005850259	-0.0256128218	-0.0281068308	0.004029968599999999	0.0403676892	0.0207062761	-0.010283740999999999	-0.0869379686	0.09601386529999999	0.0947136862	0.0925597472	0.089571464	0.0	0.00183112	-0.00940028	3.353000454400001e-06	8.836526407839997e-05	0.00289391	0.02467941	8.3747150881e-06	0.0006090732779481	-0.0776298	-0.019838600000000005	0.0003935700499600002	0.00602638584804	2.60876e-05	-0.0013700624000000002	1.8770709798937602e-06	6.805628737600002e-10	0.0005988090000000001	0.0	0.0	3.585722184810001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.6544624718077	1.9583986503779445	3.8353252738021535	533855.9435299663	699.7660165216362	0.4396886241129323	489672.47787855886	0.19332608617432348	616.0154907933114	-0.3466661183632596	0.12017739762104948	379475.08489732427	0.8877669999999999	23.530977	0.13721450999999998	-0.0046865652	0.0034161353000000004	0.0175429255	-0.00026041110000000003	-0.0017042097	0.006823564	0.011405358899999999	-0.0084213134	-0.0138103709	0.015780148600000002	-0.0549371312	0.0196758438	0.0063884595	-0.0026435992	0.0032304444	-0.0013461041000000001	0.019341786399999998	-0.0014763885	0.0032059931	0.012729221200000002	0.0122051329	0.0149017786	0.0208817581	-0.0044308579	0.0375173356	-0.0110390374	-0.020471219	0.014420843700000003	0.0144908565	0.007719600999999999	0.09586996710000001	0.09414111720000001	0.0912827574	0.0873291827	0.0	0.0211485	0.01931738	0.00044725905225	0.0003731611700644001	-0.0244481	-0.02734201	0.00059770959361	0.0007475855108401	-0.124219	-0.04658920000000001	0.002170553556640001	0.015430359961000003	0.000471108	0.0004450204000000001	1.9804315641616002e-07	2.2194274766400003e-07	0.000164511	-0.0004342980000000001	1.8861475280400005e-07	2.7063869120999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.8257385911895	3.1712761193817873	10.056992225361206	538500.2146189049	700.3810586360329	0.6150421143967151	490533.62729613006	0.378276802481582	614.8933290568234	-1.1221617364880103	1.2592469628377867	378093.8061185829	0.9270330000000002	24.571758	0.17339789000000005	-0.0114031971	0.0071630601	-0.006717514399999999	-0.0034320054	0.0035118106	0.0204869476	-0.014980888999999999	0.002572138	-0.021395092	-0.0366715498	-0.0023000870999999997	0.0646696749	-0.00041832519999999995	-0.012867645700000001	0.011449145800000001	-0.0112174334	-0.019183498700000003	-0.0054524452	-0.0059044674	0.0344537356	-0.0017273589000000001	-0.0051604816	0.0174792143	0.02482514	-0.0003415182	-0.0333605953	0.025774854500000003	0.0024005126000000002	0.0020299654	-0.0227256943	0.09570559990000001	0.0934881527	0.0898303859	0.0847886526	0.0	0.00262587	-0.01852263	6.895193256900002e-06	0.0003430878221169001	0.0215031	0.0459512	0.0004623833096099999	0.0021115127814400002	-0.0600529	0.06416609999999999	0.00411728838921	0.0036063507984099995	-0.000188781	-0.000659889	4.35453492321e-07	3.5638265960999986e-08	-7.075920000000002e-05	-0.0002352702	5.535206700804e-08	5.0068643846400025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
